symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,217.0,,,128.35,36387281536.0,0.2918,65.0,0.2105,46.0,0.3067,57.0,0.3201,62.0,0.3335,66.0,0.3583,81.0,0.2958,77.0,0.3159,66.0,0.312,59.0,0.3082,52.0,20270115.0,35.0,609.0,0.9746954076850984
AA,252.0,,,32.89,8515705081.0,0.452,68.0,0.3788,67.0,0.5146,78.0,0.5011,75.0,0.4876,73.0,0.5466,78.0,0.4579,79.0,0.4404,68.0,0.4614,71.0,0.4824,72.0,20270115.0,7.0,609.0,0.9207742965475952
AAAU,,,,38.12,,0.1384,,0.0928,,0.1528,,0.1781,,0.2035,,0.1979,,0.1009,,0.1691,,0.198,,0.2268,,20251219.0,35.0,217.0,1.1117349803481191
AAL,251.0,,,11.24,7416475797.0,0.2613,25.0,0.2888,37.0,0.4943,76.0,0.4939,76.0,0.4935,76.0,0.6184,90.0,0.4514,79.0,0.445,68.0,0.4588,70.0,0.4726,72.0,20271217.0,7.0,945.0,0.928932982385098
AAMI,237.0,,,48.16,1724701725.0,0.2075,,0.2957,,0.5198,,0.4658,,0.4117,,0.4515,,0.3617,,0.3248,,0.3482,,0.3717,,20260116.0,35.0,245.0,0.7475311292400172
AAOI,217.0,,,25.93,1616835246.0,0.6892,60.0,0.7352,71.0,0.8532,68.0,0.8493,68.0,0.8454,67.0,1.1275,87.0,1.0166,90.0,0.9979,88.0,0.9904,86.0,0.983,82.0,20270115.0,7.0,609.0,1.1661368185564582
AAON,216.0,,,93.44,7618226564.0,0.4168,83.0,0.3708,82.0,0.5527,94.0,0.5364,93.0,0.5201,92.0,0.6074,94.0,0.4984,96.0,0.5286,100.0,0.5299,100.0,0.5312,100.0,20260116.0,35.0,245.0,0.987882177479493
AAP,217.0,,,61.4,3683075837.0,0.352,77.0,0.3585,85.0,0.4963,90.0,0.4948,90.0,0.4933,90.0,0.8506,100.0,0.5294,98.0,0.5584,98.0,0.5389,95.0,0.5193,93.0,20270115.0,7.0,609.0,1.089126919967664
AAPB,,,,29.94,,0.6011,80.0,0.3463,65.0,0.4163,34.0,0.4562,32.0,0.4962,44.0,0.7715,93.0,0.5688,89.0,0.4339,50.0,0.4797,57.0,0.5255,55.0,20260116.0,35.0,245.0,1.0515124945199474
AAPD,,,,14.0,,0.3116,79.0,0.182,54.0,0.2442,34.0,,,,,0.4035,93.0,0.3004,89.0,0.2442,45.0,,,,,20260116.0,35.0,245.0,
AAPL,244.0,,,254.63,3794106195800.0,0.2948,61.0,0.1826,35.0,0.2108,23.0,0.2108,23.0,0.2108,23.0,0.3913,80.0,0.297,67.0,0.2569,25.0,0.2653,23.0,0.2737,21.0,20271217.0,7.0,945.0,1.25853889943074
AAPU,,,,32.32,,0.5954,84.0,0.3577,63.0,0.4406,49.0,0.4264,33.0,0.4122,27.0,0.7687,92.0,0.5832,89.0,0.459,70.0,0.501,69.0,0.5429,67.0,20260116.0,35.0,245.0,1.174953095684803
AAPW,,,,41.06,,0.3635,,0.2222,,,,,,0.8122,,0.44,,0.2973,,,,,,0.7625,,20251219.0,35.0,217.0,
AAPX,,,,28.05,,0.5987,,0.3335,,0.4181,,0.4318,,0.4456,,0.7732,,0.5671,,0.4385,,0.4878,,0.5372,,20251219.0,35.0,217.0,1.129689671144048
AAPY,,,,23.93,,0.1886,,0.1004,,,,,,,,0.3237,,0.1762,,,,,,,,20260116.0,35.0,245.0,
AAT,239.0,,,20.32,1578429880.0,0.1927,47.0,0.164,25.0,0.2044,30.0,0.2334,46.0,0.2623,51.0,0.2951,77.0,0.2687,79.0,0.2044,34.0,0.2334,50.0,0.2623,51.0,20260116.0,35.0,245.0,1.0
AAXJ,,,,91.22,,0.0888,11.0,0.0531,7.0,0.1603,40.0,0.1705,42.0,0.1808,47.0,0.203,69.0,0.1193,72.0,0.1519,25.0,0.1664,17.0,0.1808,14.0,20251219.0,35.0,217.0,0.9759530791788856
AB,237.0,,,38.22,4226966146.0,0.141,13.0,0.1472,5.0,0.2369,34.0,0.2749,42.0,0.3129,51.0,0.267,42.0,0.2508,34.0,0.1774,20.0,0.2335,21.0,0.2896,34.0,20260116.0,35.0,245.0,0.8493997817388143
ABAT,321.0,,,4.86,621296566.0,1.5639,94.0,1.496,95.0,1.4039,,1.4228,,1.4416,,1.0871,78.0,1.1335,92.0,1.0332,,1.1326,,1.2319,,20251219.0,35.0,217.0,0.796035985380939
ABBV,243.0,,,231.54,409028886039.0,0.254,70.0,0.2116,59.0,0.1866,26.0,0.1916,25.0,0.1967,27.0,0.2814,69.0,0.2746,81.0,0.2572,76.0,0.2596,43.0,0.2619,17.0,20270115.0,7.0,609.0,1.3549060542797495
ABCB,244.0,,,73.31,5063272644.0,0.0914,3.0,0.1761,11.0,0.2942,42.0,0.2701,23.0,0.246,9.0,0.3225,65.0,0.2606,37.0,0.2534,15.0,0.2463,6.0,0.2391,3.0,20260116.0,35.0,245.0,0.9118844872269528
ABCL,216.0,,,5.03,1503129615.0,0.5313,44.0,0.6198,61.0,0.8013,56.0,0.8472,70.0,0.8931,80.0,0.7725,91.0,0.7739,93.0,0.9288,74.0,0.925,84.0,0.9213,93.0,20260116.0,35.0,245.0,1.0918319169027386
