symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,226.0,,,140.11,39721245000.0,0.5023,91.0,0.361,88.0,0.3329,67.0,0.3303,65.0,0.3277,65.0,0.3174,69.0,0.2569,65.0,0.3261,70.0,0.3321,69.0,0.3381,66.0,20270115.0,35.0,609.0,1.005449591280654
AA,261.0,,,37.0,9579844751.0,0.4295,65.0,0.3794,67.0,0.6086,89.0,0.5694,85.0,0.5301,80.0,0.4344,57.0,0.3631,59.0,0.4479,70.0,0.465,71.0,0.482,72.0,20270115.0,7.0,609.0,0.8166491043203372
AAAU,,,,39.22,,0.2018,,0.1395,,0.1908,,0.194,,0.1971,,0.1868,,0.0965,,0.1831,,0.1814,,0.1796,,20251219.0,35.0,217.0,0.9350515463917526
AAL,260.0,,,11.62,7667210825.0,0.233,18.0,0.4106,76.0,0.5138,79.0,0.5095,78.0,0.5053,78.0,0.4629,74.0,0.3651,63.0,0.4388,66.0,0.4304,62.0,0.422,53.0,20271217.0,7.0,945.0,0.8447497546614329
AAMI,246.0,,,44.64,1598643774.0,0.2703,,0.3126,,0.4813,,0.3978,,0.3142,,0.4002,,0.3126,,0.3184,,0.3517,,0.385,,20260116.0,35.0,245.0,0.8841126194067371
AAOI,226.0,,,32.37,2018393928.0,1.371,92.0,1.0999,93.0,0.9756,77.0,0.9675,75.0,0.9594,74.0,0.9985,82.0,0.9262,87.0,1.0268,91.0,1.0148,89.0,1.0028,85.0,20270115.0,7.0,609.0,1.0488888888888888
AAON,225.0,,,101.22,8252535124.0,0.3834,79.0,0.3927,86.0,0.5712,95.0,0.5392,93.0,0.5071,91.0,0.5745,93.0,0.4623,94.0,0.5446,100.0,0.5471,100.0,0.5496,100.0,20260116.0,35.0,245.0,1.0146513353115727
AAP,226.0,,,50.32,3018442515.0,0.4913,91.0,0.482,95.0,0.5876,95.0,0.5775,95.0,0.5674,94.0,0.8291,100.0,0.4911,95.0,0.5415,97.0,0.5307,95.0,0.5199,93.0,20270115.0,7.0,609.0,0.9189610389610388
AAPB,,,,29.78,,0.2454,18.0,0.2675,41.0,0.4905,55.0,0.5014,46.0,0.5124,49.0,0.5096,76.0,0.3956,77.0,0.4657,62.0,0.4954,65.0,0.525,55.0,20260116.0,35.0,245.0,0.9880335061826886
AAPD,,,,14.05,,0.1218,13.0,0.1428,27.0,0.2999,54.0,,,,,0.2584,72.0,0.2047,68.0,0.2999,66.0,,,,,20260116.0,35.0,245.0,
