symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,169.0,,,120.29,34170178148.0,0.241,51.0,0.1777,28.0,0.2949,54.0,0.3163,61.0,0.3377,68.0,0.3581,81.0,0.3029,80.0,0.2876,50.0,0.302,55.0,0.3164,57.0,20270115.0,35.0,609.0,0.9547897565602276
AA,204.0,,,31.73,8215373085.0,0.4616,70.0,0.3746,66.0,0.4788,72.0,0.5484,83.0,0.6179,90.0,0.5678,82.0,0.4778,83.0,0.4408,69.0,0.454,70.0,0.4673,71.0,20270115.0,7.0,609.0,0.8278628738147338
AAAU,,,,33.17,,0.1063,,0.0647,,0.1477,,0.1516,,0.1555,,0.1987,,0.1035,,0.1594,,0.1631,,0.1668,,20251219.0,35.0,217.0,1.0758575197889182
AACT,,,,11.38,703963393.0,0.0223,,0.04,,,,,,,,0.0353,,0.0371,,,,,,,,,,,
AAL,203.0,,,13.11,8650357859.0,0.6823,91.0,0.4519,82.0,0.4456,70.0,0.4443,70.0,0.443,69.0,0.6488,92.0,0.4775,85.0,0.4258,64.0,0.4304,63.0,0.4349,60.0,20271217.0,7.0,945.0,0.9687148323205044
AAMI,189.0,,,47.95,1717180632.0,0.6317,,0.4445,,0.3104,,0.3132,,0.316,,0.3839,,0.3432,,0.3159,,0.316,,0.316,,20260116.0,35.0,245.0,1.0089399744572158
AAOI,169.0,,,23.02,1435384505.0,0.9051,77.0,0.9974,91.0,0.9246,75.0,0.9113,74.0,0.898,73.0,1.2921,95.0,1.1052,96.0,0.9757,87.0,0.9756,87.0,0.9755,84.0,20270115.0,7.0,609.0,1.070558542741139
AAON,168.0,,,88.29,7198345931.0,1.2449,100.0,0.8747,100.0,0.4359,84.0,0.4446,84.0,0.4534,86.0,0.702,100.0,0.5301,97.0,0.4816,99.0,0.4792,99.0,0.4768,98.0,20260116.0,35.0,245.0,1.0778227620332883
AAP,169.0,,,61.81,3704001418.0,0.5744,95.0,0.5239,97.0,0.9715,100.0,1.0294,100.0,1.0874,100.0,0.9022,100.0,0.5662,99.0,0.4954,95.0,0.529,95.0,0.5625,97.0,20270115.0,7.0,609.0,0.5138915873324267
AAPB,,,,25.61,,0.6807,,0.554,,0.4434,,0.4731,,0.5028,,0.7822,,0.5942,,0.4145,,0.461,,0.5075,,20260116.0,35.0,245.0,0.9744240118368208
