symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,195.0,,,128.13,36324856384.0,0.327,73.0,0.3076,80.0,0.2776,47.0,0.2706,44.0,0.2635,40.0,0.3559,80.0,0.3001,79.0,0.2974,56.0,0.3096,57.0,0.3219,60.0,20270115.0,35.0,609.0,1.1441241685144123
AA,230.0,,,32.04,8295637093.0,0.2931,37.0,0.3076,48.0,0.5066,77.0,0.5066,76.0,0.5065,76.0,0.5537,80.0,0.4638,80.0,0.4411,69.0,0.4558,70.0,0.4705,71.0,20270115.0,7.0,609.0,0.899723647848401
AAAU,,,,35.9,,0.1316,,0.0918,,0.1498,,0.174,,0.1981,,0.1976,,0.1004,,0.1769,,0.177,,0.1771,,20251219.0,35.0,217.0,1.0172413793103448
AACT,,,,11.41,705819168.0,0.0403,,0.0199,,,,,,,,0.0379,,0.0378,,,,,,,,,,,
AAL,229.0,,,12.95,8544785321.0,0.3232,41.0,0.367,66.0,0.4975,77.0,0.4989,77.0,0.5003,77.0,0.6323,92.0,0.4638,81.0,0.4222,61.0,0.4274,61.0,0.4326,57.0,20271217.0,7.0,945.0,0.8566847063539788
AAMI,215.0,,,44.85,1606163660.0,1.0629,,0.5316,,0.328,,0.3714,,0.4147,,0.4498,,0.3602,,0.3229,,0.3457,,0.3685,,20260116.0,35.0,245.0,0.9308023694130316
AAOI,195.0,,,23.63,1473420242.0,0.605,51.0,0.8497,83.0,0.8481,68.0,0.85,68.0,0.852,67.0,1.2481,91.0,1.0423,92.0,0.9986,88.0,1.0121,89.0,1.0255,88.0,20270115.0,7.0,609.0,1.1907058823529413
AAON,194.0,,,80.88,6594203116.0,0.2209,31.0,0.3057,61.0,0.5426,93.0,0.538,93.0,0.5335,93.0,0.5857,93.0,0.4948,96.0,0.5015,99.0,0.5088,99.0,0.5161,99.0,20260116.0,35.0,245.0,0.945724907063197
AAP,195.0,,,61.0,3659078900.0,0.2143,41.0,0.2377,52.0,0.4848,89.0,0.478,89.0,0.4713,87.0,0.8473,100.0,0.534,98.0,0.5335,96.0,0.5261,94.0,0.5187,93.0,20270115.0,7.0,609.0,1.1006276150627616
AAPB,,,,26.45,,0.5014,70.0,0.2717,42.0,0.4283,38.0,0.4337,26.0,0.4391,24.0,0.7656,92.0,0.5778,90.0,0.423,46.0,0.4612,46.0,0.4995,44.0,20260116.0,35.0,245.0,1.0634078856352318
