symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,239.0,,,147.4,41786546649.0,0.1059,6.0,0.241,61.0,0.344,70.0,0.3262,64.0,0.3084,57.0,0.3124,67.0,0.2543,64.0,0.3139,65.0,0.3186,63.0,0.3233,60.0,20270115.0,35.0,609.0,0.976701410177805
AA,274.0,,,39.24,10159814165.0,0.7158,91.0,0.4617,81.0,0.6908,94.0,0.7226,95.0,0.7543,96.0,0.4454,59.0,0.3635,59.0,0.5096,83.0,0.5259,85.0,0.5422,84.0,20270115.0,7.0,609.0,0.7277885413783559
AAAU,,,,40.89,,0.523,,0.2173,,0.2468,,0.2594,,0.2721,,0.2076,,0.1049,,0.2094,,0.213,,0.2166,,20251219.0,35.0,217.0,0.8211256746337702
AAL,273.0,,,12.56,8287450269.0,0.4921,76.0,0.4022,74.0,0.5848,86.0,0.6052,88.0,0.6256,89.0,0.4623,74.0,0.3583,61.0,0.4248,62.0,0.4418,65.0,0.4589,67.0,20271217.0,7.0,945.0,0.7300066093853272
AAMI,259.0,,,47.22,1691217537.0,0.3735,,0.3356,,0.4047,,0.4631,,0.5216,,0.4019,,0.3145,,0.3323,,0.3442,,0.3561,,20260116.0,35.0,245.0,0.743251997408767
AAOI,239.0,,,31.16,1942945832.0,1.3298,91.0,0.9901,90.0,1.1515,87.0,1.1544,86.0,1.1573,86.0,1.0462,85.0,0.9549,88.0,1.0015,89.0,0.9763,84.0,0.9511,79.0,20270115.0,7.0,609.0,0.8457207207207206
AAON,238.0,,,99.68,8126570379.0,0.5183,92.0,0.4759,94.0,0.7003,99.0,0.6632,99.0,0.626,98.0,0.5728,93.0,0.4639,94.0,0.5401,100.0,0.5404,100.0,0.5407,100.0,20260116.0,35.0,245.0,0.8148371531966224
AAP,239.0,,,56.11,3365755413.0,0.3618,79.0,0.4218,92.0,1.012,100.0,1.001,100.0,0.9901,100.0,0.8365,100.0,0.4922,95.0,0.4985,94.0,0.5442,96.0,0.5899,98.0,20270115.0,7.0,609.0,0.5436563436563437
AAPB,,,,30.74,,0.5831,79.0,0.4025,78.0,0.5203,63.0,0.5511,63.0,0.5819,69.0,0.5012,72.0,0.3868,76.0,0.436,51.0,0.5006,66.0,0.5651,70.0,20260116.0,35.0,245.0,0.9083650880058066
AAPD,,,,13.77,,0.3012,77.0,0.2161,70.0,,,,,,,0.2549,70.0,0.199,64.0,,,,,,,20260116.0,35.0,245.0,
AAPL,266.0,,,258.19,3831640330331.0,0.289,60.0,0.2149,47.0,0.3386,64.0,0.339,64.0,0.3394,63.0,0.2513,34.0,0.2036,32.0,0.2735,31.0,0.2841,31.0,0.2946,35.0,20271217.0,7.0,945.0,0.8380530973451328
AAPU,,,,33.0,,0.5803,83.0,0.4242,78.0,0.5795,79.0,0.5553,70.0,0.5311,61.0,0.4996,80.0,0.3997,74.0,0.4661,75.0,0.5098,75.0,0.5536,71.0,20260116.0,35.0,245.0,0.9180623086619846
AAPW,,,,40.51,,0.3115,,0.2598,,,,,,0.5929,,0.311,,0.2226,,,,,,0.6145,,20251219.0,35.0,217.0,
AAPX,,,,28.66,,0.5115,,0.3554,,0.407,,0.5657,,0.7244,,0.5,,0.383,,0.4075,,0.5047,,0.6019,,20251219.0,35.0,217.0,0.8921689941665194
AAPY,,,,23.9,,0.1683,,0.0856,,,,,,0.4516,,0.2037,,0.1211,,,,,,0.325,,20260116.0,35.0,245.0,
AAT,261.0,,,20.09,1553641659.0,0.1147,14.0,0.1725,30.0,0.1978,25.0,,,,,0.2476,60.0,0.2201,56.0,0.1978,28.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,93.56,,0.1684,57.0,0.1038,67.0,0.2145,79.0,0.2292,82.0,0.244,84.0,0.1475,19.0,0.0787,12.0,0.1679,42.0,0.1858,39.0,0.2036,39.0,20251219.0,35.0,217.0,0.8106457242582897
AB,259.0,,,39.35,4349642390.0,0.2223,41.0,0.1814,17.0,0.1452,3.0,0.232,21.0,0.3188,53.0,0.1954,7.0,0.1925,4.0,0.1602,14.0,0.2484,28.0,0.3365,57.0,20260116.0,35.0,245.0,1.070689655172414
ABAT,343.0,,,5.93,700018026.0,4.1982,100.0,2.2307,99.0,1.7438,,1.7706,,1.7975,,1.5083,91.0,1.2667,94.0,1.4378,,1.4584,,1.4791,,20251219.0,35.0,217.0,0.8236755901954139
ABBV,265.0,,,229.32,405115965978.0,0.1403,25.0,0.1346,11.0,0.3288,91.0,0.3269,90.0,0.3251,88.0,0.2411,50.0,0.2214,59.0,0.2079,37.0,0.2649,51.0,0.3219,71.0,20270115.0,7.0,609.0,0.8103395533802387
ABCB,266.0,,,73.08,5012326977.0,0.4997,93.0,0.3649,83.0,0.3824,70.0,0.3493,55.0,0.3162,50.0,0.259,38.0,0.2203,6.0,0.2864,46.0,0.2906,42.0,0.2948,42.0,20260116.0,35.0,245.0,0.8319496135127399
ABCL,238.0,,,5.61,1674958483.0,0.8053,82.0,0.6827,74.0,0.9992,86.0,1.0434,93.0,1.0876,96.0,0.7844,92.0,0.7675,93.0,0.951,76.0,0.9098,81.0,0.8685,83.0,20260116.0,35.0,245.0,0.8719570634464251
