symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,139.0,,,120.08,34110524759.0,0.2792,62.0,0.2533,65.0,0.3714,77.0,0.3376,68.0,0.3039,56.0,0.343,77.0,0.3007,80.0,0.2838,47.0,0.2996,54.0,0.3154,57.0,20270115.0,35.0,609.0,0.8874407582938387
AA,174.0,,,29.79,7712690817.0,0.4689,71.0,0.3223,53.0,0.6082,89.0,0.6122,89.0,0.6163,90.0,0.5673,82.0,0.4784,84.0,0.447,71.0,0.467,72.0,0.487,74.0,20270115.0,7.0,609.0,0.7628226069911794
AAAU,,,,33.02,,0.1099,,0.073,,0.1703,,0.189,,0.2078,,0.1958,,0.1023,,0.1596,,0.1644,,0.1692,,20251219.0,35.0,217.0,0.8698412698412697
AACT,,,,11.39,704582004.0,0.0261,,0.0328,,,,,,,,0.0325,,0.0346,,,,,,,,,,,
AAL,173.0,,,12.38,8164758635.0,0.8548,96.0,0.4528,82.0,0.6256,89.0,0.6208,89.0,0.6159,88.0,0.6244,91.0,0.4748,84.0,0.4208,62.0,0.447,68.0,0.4732,73.0,20271217.0,7.0,945.0,0.7200386597938144
AAMI,159.0,,,39.64,1418925670.0,0.2039,,0.2424,,0.2224,,0.2978,,0.3733,,0.3576,,0.3326,,0.2224,,0.2978,,0.3733,,20260116.0,35.0,245.0,1.0
AAOI,139.0,,,29.5,1655822802.0,0.7518,66.0,0.914,88.0,1.0596,84.0,1.0568,83.0,1.0539,83.0,1.3621,95.0,1.1322,96.0,0.9655,86.0,0.991,88.0,1.0166,88.0,20270115.0,7.0,609.0,0.9377365632096896
AAON,138.0,,,74.49,6060960317.0,0.4982,92.0,0.4836,95.0,0.5408,94.0,0.5744,97.0,0.6081,98.0,0.6777,99.0,0.5056,97.0,0.4991,99.0,0.4878,99.0,0.4764,98.0,20260116.0,35.0,245.0,0.849233983286908
AAP,139.0,,,62.01,3715986355.0,0.3533,78.0,0.5658,98.0,0.5134,92.0,0.5072,92.0,0.5011,91.0,0.879,100.0,0.5372,98.0,0.4817,93.0,0.519,95.0,0.5563,96.0,20270115.0,7.0,609.0,1.0232649842271293
AAPB,,,,20.73,,0.2715,,0.3521,,0.6066,,0.586,,0.5653,,0.7918,,0.6022,,0.4865,,0.5254,,0.5644,,20260116.0,35.0,245.0,0.8965870307167235
AAPD,,,,17.27,,0.1394,,0.1769,,,,,,0.3256,,0.4115,,0.316,,,,,,0.3256,,20260116.0,35.0,245.0,
AAPL,166.0,,,208.62,3115906483016.0,0.1471,17.0,0.1847,36.0,0.2341,32.0,0.2338,32.0,0.2336,32.0,0.4018,83.0,0.3171,73.0,0.2589,26.0,0.276,28.0,0.2931,34.0,20271217.0,7.0,945.0,1.180496150556031
AAPU,,,,22.56,,0.2845,,0.3653,,0.4949,,0.5578,,0.6208,,0.7907,,0.6181,,0.4794,,0.5206,,0.5617,,20260116.0,35.0,245.0,0.9333094299031912
AAPW,,,,35.53,,0.1497,,0.189,,,,,,0.6175,,0.0,,0.0,,,,,,0.6701,,20251219.0,35.0,217.0,
AAPX,,,,19.47,,0.2969,,0.3504,,0.4698,,0.5061,,0.5424,,0.7951,,0.599,,0.515,,0.5286,,0.5422,,20251219.0,35.0,217.0,1.0444576170717248
AAPY,,,,21.84,,0.1004,,0.1141,,,,,,0.3629,,0.341,,0.2002,,,,,,0.3707,,20260116.0,35.0,245.0,
AAT,161.0,,,21.32,1648383578.0,0.1883,46.0,0.2115,57.0,,,,,0.394,78.0,0.2958,79.0,0.2752,82.0,,,,,0.394,86.0,20260116.0,35.0,245.0,
AAXJ,,,,82.95,,0.121,28.0,0.0511,5.0,0.1731,50.0,,,,,0.2217,80.0,0.1312,86.0,0.1521,25.0,,,,,20251219.0,35.0,217.0,
AB,159.0,,,41.11,4550877068.0,0.1897,28.0,0.1819,17.0,0.1917,13.0,0.2453,26.0,0.2988,45.0,0.3306,69.0,0.2865,57.0,0.1355,5.0,0.2262,18.0,0.3169,48.0,20260116.0,35.0,245.0,0.9221361598043212
ABAT,243.0,,,1.65,161751636.0,0.743,64.0,0.995,83.0,1.2947,,1.2551,,1.2155,,1.0261,76.0,1.049,94.0,0.8436,,0.9652,,1.0868,,20251219.0,35.0,217.0,0.7690223886542904
ABBV,165.0,,,191.52,338300935547.0,0.2045,55.0,0.2331,70.0,0.2075,42.0,0.218,45.0,0.2286,51.0,0.2904,75.0,0.2872,87.0,0.2639,81.0,0.2646,51.0,0.2652,19.0,20270115.0,7.0,609.0,1.2137614678899082
ABCB,166.0,,,68.34,4709370380.0,0.121,9.0,0.1715,8.0,0.2285,5.0,0.2614,16.0,0.2943,39.0,0.3287,69.0,0.2733,44.0,0.2373,7.0,0.2541,9.0,0.2709,23.0,20260116.0,35.0,245.0,0.9720734506503442
ABCL,138.0,,,4.24,1265576298.0,0.817,85.0,0.7381,85.0,0.976,86.0,1.055,,1.134,,0.7866,93.0,0.7326,93.0,0.8142,51.0,0.8372,,0.8601,,20260116.0,35.0,245.0,0.7935545023696683
ABEO,117.0,,,5.92,303886628.0,0.3005,6.0,0.3235,1.0,0.805,25.0,0.8874,32.0,0.9697,39.0,0.6328,15.0,0.6733,14.0,1.4294,83.0,1.1995,70.0,0.9697,46.0,20251219.0,35.0,217.0,1.3517016001803022
ABEV,139.0,,,2.34,36779650501.0,0.2391,39.0,0.2045,31.0,0.3647,61.0,0.326,37.0,0.2874,6.0,0.2778,39.0,0.2467,50.0,0.2246,15.0,0.256,2.0,0.2874,5.0,20270115.0,35.0,609.0,0.7852760736196319
ABFL,,,,69.66,,0.1612,,0.063,,0.1225,,0.1448,,0.1671,,0.2399,,0.1501,,0.1313,,0.1575,,0.1837,,20251219.0,35.0,217.0,1.0877071823204418
