symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,164.0,,,114.62,32559530163.0,0.2251,47.0,0.2167,50.0,0.3055,57.0,0.2998,55.0,0.2942,53.0,0.3562,80.0,0.3028,80.0,0.2918,52.0,0.3072,57.0,0.3225,60.0,20270115.0,35.0,609.0,1.0246831220813877
AA,199.0,,,30.17,7811465811.0,0.4194,64.0,0.3317,55.0,0.4958,75.0,0.4878,73.0,0.4798,72.0,0.5585,81.0,0.4761,83.0,0.4634,74.0,0.4578,71.0,0.4521,68.0,20270115.0,7.0,609.0,0.93849938499385
AAAU,,,,33.56,,0.1188,,0.0599,,0.15,,0.1693,,0.1885,,0.198,,0.1035,,0.1546,,0.1697,,0.1848,,20251219.0,35.0,217.0,1.002362669816893
AACT,,,,11.4,705200556.0,0.0308,,0.0374,,,,,,,,0.0352,,0.0369,,,,,,,,,,,
AAL,198.0,,,11.62,7667212812.0,0.3739,54.0,0.2718,31.0,0.3238,28.0,0.3234,27.0,0.323,26.0,0.6287,91.0,0.4726,84.0,0.4292,65.0,0.4361,65.0,0.443,63.0,20271217.0,7.0,945.0,1.3484848484848484
AAMI,184.0,,,44.65,1599001390.0,0.7891,,0.5306,,0.3002,,,,,,0.3908,,0.3449,,0.3173,,,,,,20260116.0,35.0,245.0,
AAOI,164.0,,,21.59,1346218552.0,0.7851,68.0,0.8919,86.0,0.8795,72.0,0.8691,72.0,0.8587,70.0,1.3047,95.0,1.1054,96.0,1.0058,89.0,1.015,90.0,1.0242,89.0,20270115.0,7.0,609.0,1.1678748130249683
AAON,163.0,,,80.52,6551597777.0,0.3782,79.0,0.3281,71.0,0.8308,100.0,0.8295,100.0,0.8282,100.0,0.6495,98.0,0.4925,97.0,0.4812,99.0,0.4958,100.0,0.5104,100.0,20260116.0,35.0,245.0,0.5977094635322484
AAP,164.0,,,59.08,3540404558.0,0.6851,96.0,0.5101,97.0,0.9827,100.0,0.9753,100.0,0.9679,100.0,0.9021,100.0,0.5665,99.0,0.5041,95.0,0.5372,96.0,0.5703,97.0,20270115.0,7.0,609.0,0.5508048805495745
AAPB,,,,24.74,,0.9102,,0.6941,,0.5587,,0.5452,,0.5318,,0.7862,,0.5972,,0.4027,,0.46,,0.5173,,20260116.0,35.0,245.0,0.8437270726338958
