symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,133.0,,,121.01,34374705289.0,0.1527,19.0,0.261,68.0,0.292,53.0,0.2974,55.0,0.3029,56.0,0.3413,76.0,0.3021,80.0,0.2805,44.0,0.2966,51.0,0.3127,56.0,20270115.0,35.0,609.0,0.9973100201748486
AA,168.0,,,30.51,8254175462.0,0.6312,87.0,0.4331,78.0,0.7645,96.0,0.723,95.0,0.6815,94.0,0.5596,81.0,0.4783,84.0,0.4522,72.0,0.4687,72.0,0.4852,74.0,20270115.0,7.0,609.0,0.648271092669433
AAAU,,,,32.61,,0.1722,,0.0777,,0.1666,,0.1702,,0.1737,,0.1966,,0.1022,,0.1539,,0.1572,,0.1604,,20251219.0,35.0,217.0,0.9236192714453584
AACT,,,,11.32,700251785.0,0.021,,0.0352,,,,,,,,0.032,,0.0342,,,,,,,,,,,
AAL,167.0,,,11.58,7703050782.0,0.1888,9.0,0.2763,33.0,0.5441,82.0,0.548,83.0,0.5519,84.0,0.6025,90.0,0.4681,83.0,0.4589,73.0,0.4674,74.0,0.4758,74.0,20271217.0,7.0,945.0,0.852919708029197
AAMI,153.0,,,37.79,1352704420.0,0.1928,,0.2779,,,,,,0.3456,,0.3627,,0.3365,,,,,,0.3456,,20260116.0,35.0,245.0,
AAOI,133.0,,,26.88,1509018961.0,0.8909,76.0,1.001,91.0,1.1029,86.0,1.1054,86.0,1.108,85.0,1.3731,95.0,1.1355,97.0,1.0426,93.0,1.0307,91.0,1.0188,89.0,20270115.0,7.0,609.0,0.9324226524335082
AAON,132.0,,,75.34,6130121375.0,0.1218,5.0,0.32,68.0,0.5627,96.0,0.5306,93.0,0.4984,91.0,0.6706,99.0,0.4981,97.0,0.4872,99.0,0.4907,99.0,0.4942,99.0,20260116.0,35.0,245.0,0.924802110817942
AAP,133.0,,,55.71,3338455121.0,0.5826,95.0,0.5309,98.0,0.4579,88.0,0.4656,88.0,0.4733,88.0,0.8813,100.0,0.5323,98.0,0.5267,96.0,0.5192,95.0,0.5117,93.0,20270115.0,7.0,609.0,1.1151202749140894
AAPB,,,,21.06,,0.408,,0.4041,,0.4721,,0.4925,,0.5129,,0.7948,,0.6022,,0.467,,0.5187,,0.5703,,20260116.0,35.0,245.0,1.0531979695431473
AAPD,,,,17.14,,0.222,,0.2074,,,,,,0.3082,,0.413,,0.3157,,,,,,0.3204,,20260116.0,35.0,245.0,
AAPL,160.0,,,210.01,3136667235633.0,0.2176,39.0,0.2123,46.0,0.2394,34.0,0.2388,33.0,0.2383,33.0,0.4032,84.0,0.317,73.0,0.2603,27.0,0.2828,30.0,0.3053,42.0,20271217.0,7.0,945.0,1.1842546063651591
AAPU,,,,22.91,,0.4266,,0.4094,,0.4773,,0.4794,,0.4816,,0.7935,,0.6177,,0.3924,,0.4761,,0.5598,,20260116.0,35.0,245.0,0.993116395494368
AAPW,,,,36.67,,0.2517,,0.238,,,,,,0.4603,,0.0,,0.0,,,,,,0.5896,,20251219.0,35.0,217.0,
AAPX,,,,19.77,,0.4252,,0.3877,,0.3947,,0.5394,,0.684,,0.7973,,0.5972,,0.4929,,0.5231,,0.5533,,20251219.0,35.0,217.0,0.9697812384130516
AAPY,,,,21.93,,0.1728,,0.1231,,,,,,,,0.3423,,0.2019,,,,,,,,20260116.0,35.0,245.0,
AAT,155.0,,,20.32,1571067274.0,0.1944,48.0,0.2502,73.0,,,,,0.4287,83.0,0.3033,80.0,0.2784,82.0,,,,,0.4287,91.0,20260116.0,35.0,245.0,
AAXJ,,,,82.61,,0.0758,6.0,0.0559,9.0,0.1149,6.0,,,,,0.2241,81.0,0.1318,86.0,0.1561,28.0,,,,,20251219.0,35.0,217.0,
AB,153.0,,,40.69,4504382848.0,0.1913,30.0,0.1967,23.0,0.2039,18.0,0.2114,12.0,0.2188,11.0,0.3376,73.0,0.2901,60.0,0.1552,12.0,0.2101,11.0,0.265,21.0,20260116.0,35.0,245.0,0.9938505203405866
ABAT,237.0,,,1.97,182272094.0,0.8741,74.0,1.4237,95.0,1.3777,,1.2601,,1.1424,,1.0644,80.0,1.1217,96.0,1.0024,,1.0558,,1.1093,,20251219.0,35.0,217.0,0.8378700103166415
ABBV,159.0,,,189.77,338158755341.0,0.2523,70.0,0.2582,81.0,0.2097,44.0,0.2137,42.0,0.2177,43.0,0.2891,75.0,0.286,87.0,0.2659,83.0,0.2683,57.0,0.2707,25.0,20270115.0,7.0,609.0,1.2554983621899858
ABCB,160.0,,,67.22,4681254661.0,0.2064,35.0,0.2261,31.0,0.2867,38.0,0.2822,31.0,0.2776,28.0,0.332,71.0,0.2757,46.0,0.2716,36.0,0.271,27.0,0.2703,22.0,20260116.0,35.0,245.0,0.9603118355776046
ABCL,132.0,,,3.89,1161106650.0,0.6555,66.0,0.7121,82.0,1.0482,92.0,1.0204,,0.9926,,0.7799,93.0,0.728,91.0,0.8071,50.0,0.8268,,0.8465,,20260116.0,35.0,245.0,0.8102704821638573
ABEO,111.0,,,5.84,306029440.0,0.4166,18.0,0.4934,13.0,0.7361,18.0,0.745,13.0,0.7538,13.0,0.638,16.0,0.6772,15.0,1.4574,84.0,1.1056,59.0,0.7538,9.0,20251219.0,35.0,217.0,1.4840268456375838
ABEV,133.0,,,2.41,39336744170.0,0.3043,61.0,0.2252,44.0,0.3288,47.0,0.3342,40.0,0.3396,25.0,0.2813,41.0,0.2499,51.0,0.3288,51.0,0.3262,37.0,0.3235,14.0,20270115.0,35.0,609.0,0.97606223818073
