symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,211.0,,,124.38,35261783110.0,0.1965,35.0,0.186,33.0,0.332,66.0,0.3292,65.0,0.3263,64.0,0.3569,81.0,0.2967,78.0,0.3219,68.0,0.3044,56.0,0.2869,31.0,20270115.0,35.0,609.0,0.9246658566221142
AA,246.0,,,31.23,8085906681.0,0.2865,35.0,0.2751,38.0,0.5845,87.0,0.5786,86.0,0.5728,85.0,0.549,78.0,0.4599,80.0,0.4429,69.0,0.4643,71.0,0.4857,73.0,20270115.0,7.0,609.0,0.8024541997926028
AAAU,,,,36.83,,0.1482,,0.099,,0.1883,,0.1739,,0.1595,,0.1977,,0.1006,,0.1686,,0.1681,,0.1676,,20251219.0,35.0,217.0,0.9666474985623922
AACT,,,,9.49,587048653.0,1.13,,0.8032,,0.9461,,1.2802,,1.6143,,0.2706,,0.1944,,0.9003,,0.9536,,1.0069,,,,,0.744883611935635
AAL,245.0,,,11.94,7878355846.0,0.2436,21.0,0.3011,43.0,0.4093,59.0,0.404,56.0,0.3987,55.0,0.6215,90.0,0.4565,80.0,0.4404,67.0,0.4467,66.0,0.453,65.0,20271217.0,7.0,945.0,1.105693069306931
AAMI,231.0,,,47.63,1705721454.0,0.3069,,0.3017,,0.477,,0.4812,,0.4853,,0.4536,,0.3624,,0.3563,,0.3644,,0.3724,,20260116.0,35.0,245.0,0.7572734829592684
AAOI,211.0,,,26.69,1664224183.0,1.1152,86.0,0.7058,67.0,0.9651,76.0,0.9614,75.0,0.9577,74.0,1.156,88.0,1.022,91.0,1.0487,93.0,1.0223,90.0,0.9959,84.0,20270115.0,7.0,609.0,1.0633451216975245
AAON,210.0,,,90.99,7418476035.0,0.6962,98.0,0.5098,95.0,0.6047,96.0,0.5455,93.0,0.4863,89.0,0.6067,94.0,0.5034,96.0,0.5417,100.0,0.5374,100.0,0.533,100.0,20260116.0,35.0,245.0,0.9851512373968836
AAP,211.0,,,61.05,3662080969.0,0.4954,91.0,0.4283,92.0,0.5058,91.0,0.4998,91.0,0.4938,90.0,0.8542,100.0,0.5357,98.0,0.5383,96.0,0.5322,95.0,0.526,93.0,20270115.0,7.0,609.0,1.0648259303721488
AAPB,,,,29.48,,0.6319,83.0,0.3836,74.0,0.4417,42.0,0.4354,27.0,0.429,20.0,0.7771,94.0,0.5735,90.0,0.4359,51.0,0.4774,56.0,0.5188,51.0,20260116.0,35.0,245.0,1.0964630225080385
AAPD,,,,14.12,,0.2996,77.0,0.2026,65.0,,,,,,,0.4052,94.0,0.303,90.0,,,,,,,20260116.0,35.0,245.0,
AAPL,238.0,,,252.31,3744378764669.0,0.3166,66.0,0.2029,43.0,0.2171,25.0,0.2172,25.0,0.2172,25.0,0.3938,80.0,0.3003,67.0,0.2629,28.0,0.2714,26.0,0.2798,25.0,20271217.0,7.0,945.0,1.249539594843462
AAPU,,,,31.8,,0.6541,87.0,0.3979,73.0,0.4395,49.0,0.431,34.0,0.4226,28.0,0.7748,93.0,0.5884,89.0,0.4531,67.0,0.4932,64.0,0.5333,63.0,20260116.0,35.0,245.0,1.1443155452436196
AAPW,,,,41.03,,0.3548,,0.2438,,,,,,0.7395,,0.4421,,0.2983,,,,,,0.7667,,20251219.0,35.0,217.0,
AAPX,,,,27.55,,0.569,,0.3565,,0.3598,,0.4459,,0.532,,0.7776,,0.5715,,0.3895,,0.4765,,0.5635,,20251219.0,35.0,217.0,1.0686252522987216
AAPY,,,,23.86,,0.1888,,0.1165,,,,,,,,0.3267,,0.1794,,,,,,,,20260116.0,35.0,245.0,
AAT,233.0,,,20.38,1576068465.0,0.2053,53.0,0.1973,48.0,0.207,31.0,0.2412,50.0,0.2754,54.0,0.2944,77.0,0.2705,79.0,0.207,36.0,0.2412,54.0,0.2754,56.0,20260116.0,35.0,245.0,1.0
AAXJ,,,,90.89,,0.0928,13.0,0.0637,16.0,0.157,37.0,0.1689,41.0,0.1808,47.0,0.205,70.0,0.1205,73.0,0.1392,13.0,0.16,10.0,0.1808,14.0,20251219.0,35.0,217.0,0.9473060982830076
AB,231.0,,,37.84,4182731260.0,0.2064,36.0,0.13,2.0,0.2937,63.0,0.2696,39.0,0.2454,22.0,0.2685,42.0,0.2502,34.0,0.1952,28.0,0.2494,30.0,0.3037,42.0,20260116.0,35.0,245.0,0.9250741839762612
ABAT,315.0,,,4.7,554820351.0,1.4748,93.0,1.3376,93.0,1.4184,,1.4786,,1.5387,,1.1151,78.0,1.1275,92.0,1.0051,,1.1212,,1.2372,,20251219.0,35.0,217.0,0.7582848640605979
ABBV,237.0,,,219.99,388625159781.0,0.1648,38.0,0.156,23.0,0.2019,38.0,0.2018,33.0,0.2018,32.0,0.279,68.0,0.2756,81.0,0.2559,74.0,0.2605,45.0,0.2651,19.0,20270115.0,7.0,609.0,1.2908820614469771
ABCB,238.0,,,74.71,5124123351.0,0.2193,39.0,0.199,19.0,0.2694,26.0,0.2447,6.0,0.22,2.0,0.3249,65.0,0.2628,37.0,0.2422,9.0,0.2311,3.0,0.22,1.0,20260116.0,35.0,245.0,0.9444217409072332
ABCL,210.0,,,4.77,1425432989.0,0.88,88.0,0.7358,82.0,0.9153,76.0,0.9156,81.0,0.9159,84.0,0.7834,92.0,0.7789,93.0,1.0919,89.0,1.0012,92.0,0.9104,93.0,20260116.0,35.0,245.0,1.0934906072520754
ABEO,189.0,,,5.55,284595901.0,0.7455,62.0,0.6065,33.0,0.8312,28.0,0.9164,35.0,1.0017,43.0,0.648,21.0,0.664,14.0,1.5063,84.0,1.254,75.0,1.0017,52.0,20251219.0,35.0,217.0,1.368398079441292
ABEV,211.0,,,2.29,35733742819.0,0.2283,35.0,0.1847,20.0,0.2835,32.0,0.3053,30.0,0.3271,20.0,0.2639,31.0,0.2327,39.0,0.2225,16.0,0.352,47.0,0.4814,71.0,20270115.0,35.0,609.0,1.152964297412381
ABFL,,,,71.96,,0.1128,,0.0425,,0.1411,,0.1422,,0.1433,,0.2245,,0.1435,,0.1581,,0.164,,0.1699,,20251219.0,35.0,217.0,1.1533052039381155
ABG,238.0,,,242.29,4763575849.0,0.1581,8.0,0.2421,22.0,0.3513,44.0,0.3548,45.0,0.3583,47.0,0.388,56.0,0.367,61.0,0.3504,40.0,0.3527,40.0,0.355,40.0,20260116.0,35.0,245.0,0.9940811724915446
ABL,322.0,,,6.06,581282939.0,0.3008,27.0,0.4511,42.0,0.6202,,0.6345,,0.6489,,0.6413,66.0,0.6527,80.0,0.6394,,0.6401,,0.6408,,20270115.0,35.0,609.0,1.0088258471237197
ABM,197.0,,,45.26,2771445985.0,0.2112,44.0,0.2035,40.0,0.3449,65.0,0.3962,78.0,0.4474,83.0,0.3096,63.0,0.286,68.0,0.3506,76.0,0.3419,69.0,0.3333,65.0,20260116.0,35.0,245.0,0.8629480060575466
ABNB,224.0,,,123.08,76315114873.0,0.2593,23.0,0.2232,14.0,0.3095,18.0,0.3066,17.0,0.3036,16.0,0.3901,42.0,0.3132,41.0,0.3615,4.0,0.369,3.0,0.3764,3.0,20270115.0,7.0,609.0,1.203522504892368
ABNY,,,,9.84,,0.2566,56.0,0.1792,39.0,0.3978,,,,,,0.3309,67.0,0.2291,69.0,0.3978,,,,,,20260116.0,35.0,245.0,
ABOS,317.0,,,1.27,76928249.0,0.5881,32.0,0.6537,31.0,,,,,,,0.8063,50.0,0.8061,45.0,,,,,,,20260116.0,35.0,245.0,
ABR,216.0,,,11.98,2497532501.0,0.2493,61.0,0.2077,49.0,0.3249,62.0,0.3383,54.0,0.3516,56.0,0.3843,80.0,0.3687,87.0,0.1421,17.0,0.3242,40.0,0.5062,61.0,20270115.0,7.0,609.0,0.9583210168489508
ABSI,191.0,,,2.49,372311392.0,0.8061,52.0,0.5853,9.0,0.8432,8.0,0.8997,7.0,0.9562,18.0,0.7595,1.0,0.7597,1.0,0.8432,5.0,0.9448,15.0,1.0463,35.0,20251121.0,35.0,189.0,1.0501278203845723
ABT,246.0,,,133.89,233030056322.0,0.2158,69.0,0.1933,66.0,0.2721,85.0,0.2382,74.0,0.2043,56.0,0.2403,75.0,0.2209,80.0,0.2285,63.0,0.2293,54.0,0.2301,36.0,20270115.0,7.0,609.0,0.9626364399664148
ABTC,,,,6.99,6351030891.0,0.9748,,0.793,,0.9904,,1.4681,,1.9458,,0.0,,0.0,,0.981,,1.4665,,1.952,,,,,0.9989101559839249
ABUS,323.0,,,4.49,860727097.0,0.4384,38.0,0.4018,17.0,0.7554,28.0,0.7048,17.0,0.6542,14.0,0.4653,27.0,0.4869,20.0,1.3459,79.0,1.7084,95.0,2.0708,99.0,20270115.0,35.0,609.0,2.423950056753689
ABVC,,,,3.23,76040092.0,0.8306,,0.7152,,2.0552,,,,,,1.5501,,1.3546,,2.0552,,,,,,,,,
ABVX,,,,82.55,6392163481.0,0.3814,,0.4116,,0.9062,,0.8278,,0.7495,,2.8134,,0.709,,0.9187,,0.9109,,0.9031,,,,,1.1003865668035755
ACA,210.0,,,93.92,4610150080.0,0.2759,47.0,0.2594,42.0,0.3145,26.0,0.3112,21.0,0.3079,23.0,0.3864,70.0,0.3041,47.0,0.3748,72.0,0.3612,62.0,0.3477,47.0,20251219.0,35.0,217.0,1.1606683804627251
ACAD,211.0,,,21.26,3586821836.0,0.9721,88.0,0.444,42.0,0.3576,2.0,0.4173,5.0,0.477,14.0,0.5541,28.0,0.4849,34.0,0.5361,22.0,0.5232,19.0,0.5102,16.0,20251219.0,35.0,217.0,1.2537742631200577
ACB,232.0,,,5.18,291388769.0,0.3315,9.0,0.3523,4.0,0.8341,38.0,0.8532,37.0,0.8723,37.0,0.694,35.0,0.5394,14.0,0.6188,16.0,0.6052,5.0,0.5915,1.0,20270115.0,35.0,609.0,0.7093295827473043
ACCO,217.0,,,4.06,365938071.0,0.2993,46.0,0.3075,55.0,,,,,,,0.4293,73.0,0.3743,81.0,,,,,,,20251219.0,35.0,217.0,
ACDC,203.0,,,3.79,685501777.0,0.5549,40.0,0.5279,35.0,0.6621,43.0,0.8091,77.0,0.9561,90.0,1.2705,100.0,0.8807,96.0,0.8232,94.0,0.9352,99.0,1.0473,100.0,20251121.0,35.0,189.0,1.1558521814361635
ACEL,330.0,,,11.24,947462315.0,0.1971,16.0,0.1907,11.0,0.3247,10.0,0.3411,6.0,0.3575,11.0,0.3798,60.0,0.2953,35.0,0.3247,10.0,0.3368,7.0,0.349,10.0,20260116.0,35.0,245.0,0.9873937261800058
ACES,,,,31.9,,0.2013,9.0,0.2125,24.0,0.2891,19.0,0.2826,10.0,0.276,11.0,0.3383,33.0,0.2509,32.0,0.2772,23.0,0.2788,13.0,0.2803,6.0,20251219.0,35.0,217.0,0.986553432413305
ACET,203.0,,,0.85,71157007.0,0.6933,77.0,0.6155,68.0,,,,,,,1.0283,88.0,0.868,91.0,,,,,,,20260116.0,35.0,245.0,
ACGL,227.0,,,90.76,33873474771.0,0.3232,89.0,0.1931,63.0,0.222,56.0,0.2345,60.0,0.247,66.0,0.2819,86.0,0.2429,84.0,0.2477,67.0,0.2648,77.0,0.2818,84.0,20251219.0,35.0,217.0,1.1292110874200427
ACHC,210.0,,,24.59,2270802711.0,0.4212,79.0,0.4511,85.0,0.5934,88.0,0.5938,88.0,0.5943,88.0,0.5926,93.0,0.5319,92.0,0.6639,99.0,0.6558,98.0,0.6476,97.0,20260116.0,35.0,245.0,1.1044122600202089
ACHR,210.0,,,9.71,6263205310.0,0.5201,25.0,0.5234,15.0,0.7862,38.0,0.77,26.0,0.7537,23.0,0.84,49.0,0.6913,34.0,0.7908,48.0,0.7919,32.0,0.793,19.0,20270115.0,7.0,609.0,1.0284415584415585
ACHV,198.0,,,3.08,157403298.0,0.5451,57.0,0.5052,34.0,1.181,57.0,,,,,1.0675,99.0,0.8394,92.0,1.9936,94.0,,,,,20251219.0,35.0,217.0,
ACI,260.0,,,17.72,9920478586.0,0.1549,11.0,0.1701,10.0,0.2598,9.0,0.2512,5.0,0.2426,5.0,0.2725,14.0,0.2263,13.0,0.1914,4.0,0.257,4.0,0.3227,9.0,20270115.0,7.0,609.0,1.0230891719745223
ACIC,210.0,,,11.3,551047922.0,0.231,33.0,0.2362,22.0,0.3464,11.0,0.3878,6.0,0.4292,11.0,0.3283,12.0,0.3365,12.0,0.4483,16.0,0.4418,9.0,0.4352,9.0,20251121.0,35.0,189.0,1.139247034553894
ACIO,,,,43.26,,0.0672,,0.0464,,,,,,0.154,,0.1302,,0.1062,,,,,,0.154,,20251121.0,35.0,189.0,
ACIU,196.0,,,2.73,274638002.0,0.5893,57.0,0.7252,69.0,2.0327,96.0,,,,,0.6671,36.0,0.7155,41.0,2.0327,99.0,,,,,20251121.0,35.0,189.0,
ACIW,210.0,,,52.28,5394881346.0,0.3145,63.0,0.2862,54.0,0.3623,54.0,0.3204,38.0,0.2785,20.0,0.3842,71.0,0.3209,62.0,0.3501,65.0,0.3511,65.0,0.3521,63.0,20251121.0,35.0,189.0,1.0958177278401997
ACLS,227.0,,,97.16,3052656553.0,0.5108,59.0,0.3308,17.0,0.4953,44.0,0.479,35.0,0.4627,28.0,0.5782,62.0,0.4893,53.0,0.5217,55.0,0.5199,53.0,0.5181,51.0,20251219.0,35.0,217.0,1.0853862212943637
ACLX,210.0,,,78.75,4367389320.0,0.4004,33.0,0.3663,9.0,0.444,5.0,0.4704,6.0,0.4967,13.0,0.5391,43.0,0.6029,63.0,0.4708,1.0,0.481,1.0,0.4913,1.0,20251219.0,35.0,217.0,1.0225340136054422
ACM,234.0,,,129.45,17145147370.0,0.3542,76.0,0.2338,51.0,0.2294,13.0,0.2314,12.0,0.2334,12.0,0.2432,26.0,0.2282,32.0,0.2396,7.0,0.237,4.0,0.2344,2.0,20260417.0,35.0,336.0,1.0242005185825411
ACMR,211.0,,,38.69,2483161448.0,0.5485,53.0,0.4596,44.0,0.6661,64.0,0.658,61.0,0.65,60.0,0.7133,50.0,0.5621,62.0,0.5786,45.0,0.5923,44.0,0.6061,45.0,20270115.0,35.0,609.0,0.9001519756838906
ACN,189.0,,,239.08,148911623939.0,0.1354,25.0,0.2258,68.0,0.5887,98.0,0.5866,98.0,0.5844,97.0,0.2926,73.0,0.2395,72.0,0.2957,81.0,0.3429,89.0,0.3902,91.0,20270115.0,7.0,609.0,0.5845550630753494
ACNB,245.0,,,44.53,466123017.0,0.2545,28.0,0.2349,23.0,0.3829,50.0,,,,,0.2606,1.0,0.2719,1.0,0.2804,15.0,,,,,20260116.0,35.0,245.0,
ACNT,505.0,,,12.57,117755782.0,0.3293,59.0,0.234,10.0,,,,,,,0.2571,4.0,0.2864,1.0,,,,,,,20251219.0,35.0,217.0,
ACR,204.0,,,21.17,157215068.0,0.1939,22.0,0.2464,30.0,0.2943,5.0,0.3752,17.0,0.456,54.0,0.3478,44.0,0.3631,53.0,0.3505,21.0,0.3788,25.0,0.4071,40.0,20251121.0,35.0,189.0,1.0095948827292112
ACRE,225.0,,,4.78,262925599.0,0.1022,16.0,0.2021,52.0,0.3257,57.0,,,,,0.454,93.0,0.3885,92.0,0.328,64.0,,,,,20251121.0,35.0,189.0,
ACRS,210.0,,,1.87,202581248.0,0.6634,65.0,0.5782,41.0,0.9431,52.0,,,,,0.6262,37.0,0.7007,60.0,0.8579,51.0,,,,,20251219.0,35.0,217.0,
ACT,233.0,,,38.7,5708467220.0,0.181,37.0,0.1977,44.0,0.3349,64.0,,,,,0.238,45.0,0.2362,48.0,0.2835,39.0,,,,,20260116.0,35.0,245.0,
ACTG,196.0,,,3.34,322126268.0,0.3402,40.0,0.3628,33.0,0.4408,13.0,0.4802,20.0,0.5196,31.0,0.4501,38.0,0.4291,34.0,0.4408,12.0,0.4935,22.0,0.5461,38.0,20251121.0,35.0,189.0,1.0276967930029155
ACVA,218.0,,,10.2,1851002544.0,0.1785,3.0,0.3055,11.0,0.6084,46.0,0.5522,33.0,0.4959,24.0,0.4941,43.0,0.436,48.0,0.5275,25.0,0.5354,28.0,0.5432,28.0,20251121.0,35.0,189.0,0.9695762404925752
ACWI,,,,137.3,,0.0778,20.0,0.0677,25.0,0.1291,52.0,0.119,35.0,0.1089,21.0,0.2041,75.0,0.1566,79.0,0.1351,57.0,0.1579,50.0,0.1808,40.0,20270115.0,35.0,609.0,1.3268907563025212
ACWV,,,,119.3,,0.0316,3.0,0.0418,9.0,0.198,95.0,0.19,93.0,0.182,87.0,0.132,73.0,0.1082,75.0,0.087,52.0,0.106,35.0,0.1249,17.0,20260116.0,35.0,245.0,0.5578947368421052
ACWX,,,,64.52,,0.0711,11.0,0.0648,25.0,0.1211,35.0,0.1295,33.0,0.1379,34.0,0.1835,61.0,0.121,72.0,0.1147,25.0,0.1363,20.0,0.1579,20.0,20251219.0,35.0,217.0,1.0525096525096524
AD,,,,47.9,4137558591.0,0.1343,,0.26,,0.3461,,0.3486,,0.3511,,0.0,,0.0,,0.3356,,0.3356,,0.3356,,,,,0.9627079747561677
ADAM,,,,7.3,659289144.0,0.3043,,0.2405,,0.3167,,,,,,0.0,,0.0,,0.3167,,,,,,,,,
ADAP,316.0,,,0.14,35914491.0,4.6043,100.0,4.0122,100.0,,,,,,,2.4243,100.0,1.5327,100.0,,,,,,,20251219.0,35.0,217.0,
ADBE,197.0,,,353.27,149857129340.0,0.2995,62.0,0.2401,53.0,0.298,52.0,0.2957,50.0,0.2935,49.0,0.2918,43.0,0.2582,52.0,0.3669,82.0,0.3696,82.0,0.3723,80.0,20271217.0,7.0,945.0,1.2499154548528912
ADC,226.0,,,70.68,7846447784.0,0.0606,2.0,0.1212,5.0,0.2048,37.0,0.1975,22.0,0.1902,18.0,0.187,40.0,0.1849,37.0,0.2257,63.0,0.2032,36.0,0.1806,7.0,20260116.0,35.0,245.0,1.0288607594936707
ADCT,322.0,,,3.56,400497840.0,0.4365,38.0,0.5443,52.0,1.4757,96.0,,,,,0.9423,81.0,0.863,88.0,1.4757,97.0,,,,,20260116.0,35.0,245.0,
ADEA,219.0,,,16.84,1841767207.0,0.342,59.0,0.3148,49.0,0.4805,41.0,,,,,0.4334,55.0,0.3609,50.0,0.4707,56.0,,,,,20251219.0,35.0,217.0,
