symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,227.0,,,136.62,38731826952.0,0.2754,61.0,0.2406,61.0,0.3805,79.0,0.3462,70.0,0.312,59.0,0.3183,69.0,0.2577,66.0,0.3276,71.0,0.3324,69.0,0.3372,66.0,20270115.0,35.0,609.0,0.9601386481802424
AA,262.0,,,35.02,9067193718.0,0.5975,84.0,0.4162,75.0,0.6014,88.0,0.6062,89.0,0.6111,89.0,0.4422,57.0,0.3647,60.0,0.5144,84.0,0.5074,80.0,0.5003,76.0,20270115.0,7.0,609.0,0.837017485978225
AAAU,,,,39.61,,0.2018,,0.146,,0.177,,0.2064,,0.2358,,0.1867,,0.097,,0.183,,0.1864,,0.1897,,20251219.0,35.0,217.0,0.9031007751937984
AAL,261.0,,,11.52,7601228320.0,0.2482,22.0,0.4486,81.0,0.5584,84.0,0.5631,85.0,0.5678,85.0,0.4629,74.0,0.3649,63.0,0.4327,64.0,0.4702,73.0,0.5077,79.0,20271217.0,7.0,945.0,0.8350204226602734
AAMI,247.0,,,44.22,1583602837.0,0.1876,,0.2909,,0.5027,,0.4326,,0.3624,,0.4003,,0.3135,,0.3713,,0.3668,,0.3624,,20260116.0,35.0,245.0,0.8478964401294499
AAOI,227.0,,,27.15,1692906895.0,1.7586,96.0,1.3813,98.0,1.0476,82.0,1.0236,81.0,0.9995,78.0,1.0323,85.0,0.9453,88.0,0.978,86.0,0.9561,82.0,0.9342,78.0,20270115.0,7.0,609.0,0.9340562719812424
AAON,226.0,,,99.5,8112302262.0,0.4076,82.0,0.383,84.0,0.5792,95.0,0.632,98.0,0.6847,99.0,0.5752,93.0,0.4621,94.0,0.5414,100.0,0.5482,100.0,0.555,100.0,20260116.0,35.0,245.0,0.8674050632911393
AAP,227.0,,,49.48,2968055150.0,0.435,87.0,0.4853,95.0,0.5563,94.0,0.5512,94.0,0.5462,93.0,0.8295,100.0,0.4905,95.0,0.5643,98.0,0.5526,96.0,0.5408,94.0,20270115.0,7.0,609.0,1.0025399129172714
AAPB,,,,27.71,,0.4855,67.0,0.418,81.0,0.6236,82.0,0.5894,75.0,0.5551,63.0,0.5174,80.0,0.3931,77.0,0.4921,71.0,0.5214,72.0,0.5508,66.0,20260116.0,35.0,245.0,0.8846284356973192
AAPD,,,,14.53,,0.2294,57.0,0.2107,69.0,0.2165,23.0,,,,,0.2616,76.0,0.2016,65.0,0.2165,27.0,,,,,20260116.0,35.0,245.0,
AAPL,254.0,,,245.27,3639902518705.0,0.2394,47.0,0.2243,51.0,0.2827,49.0,0.2817,48.0,0.2807,48.0,0.259,37.0,0.2068,34.0,0.2676,28.0,0.279,28.0,0.2905,32.0,20271217.0,7.0,945.0,0.9904153354632588
AAPU,,,,29.91,,0.4865,74.0,0.4345,81.0,0.5736,78.0,0.5857,76.0,0.5978,77.0,0.5162,85.0,0.4059,77.0,0.46,71.0,0.5155,77.0,0.571,79.0,20260116.0,35.0,245.0,0.8801434181321495
