symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,154.0,,,119.84,34042347601.0,0.299,67.0,0.2494,64.0,0.3203,63.0,0.302,56.0,0.2838,49.0,0.357,81.0,0.303,80.0,0.2838,47.0,0.3066,57.0,0.3293,62.0,20270115.0,35.0,609.0,1.01523178807947
AA,189.0,,,30.44,7880977018.0,0.33,46.0,0.2972,46.0,0.377,49.0,0.4088,56.0,0.4407,63.0,0.5612,82.0,0.479,84.0,0.4322,67.0,0.4512,70.0,0.4703,71.0,20270115.0,7.0,609.0,1.1037181996086105
AAAU,,,,32.83,,0.1632,,0.0741,,0.1533,,0.1564,,0.1595,,0.1967,,0.1038,,0.1461,,0.1577,,0.1692,,20251219.0,35.0,217.0,1.008312020460358
AACT,,,,11.42,706437779.0,0.0491,,0.0506,,,,,,,,0.0342,,0.0359,,,,,,,,,,,
AAL,188.0,,,11.42,7535247139.0,0.6464,89.0,0.2615,27.0,0.3695,46.0,0.3646,44.0,0.3597,42.0,0.6259,91.0,0.4728,84.0,0.4443,70.0,0.4446,67.0,0.4448,63.0,20271217.0,7.0,945.0,1.219418540866703
AAMI,174.0,,,39.75,1425005700.0,0.155,,0.1691,,0.3262,,0.3637,,0.4011,,0.3578,,0.3291,,0.2817,,0.2936,,0.3054,,20260116.0,35.0,245.0,0.8072587297222986
AAOI,154.0,,,24.11,1353513735.0,0.6729,60.0,0.8026,79.0,1.6547,98.0,1.6506,98.0,1.6465,98.0,1.3078,95.0,1.1108,96.0,0.97,87.0,0.9866,88.0,1.0033,87.0,20270115.0,7.0,609.0,0.5977220404701321
AAON,153.0,,,81.21,6607740582.0,0.6163,96.0,0.4191,91.0,0.6763,99.0,0.7016,100.0,0.7268,100.0,0.6536,98.0,0.4945,97.0,0.4889,99.0,0.5074,100.0,0.5258,100.0,20260116.0,35.0,245.0,0.7232041049030786
AAP,154.0,,,56.74,3400178645.0,0.7864,97.0,0.7614,100.0,0.5569,94.0,0.5459,94.0,0.5349,93.0,0.896,100.0,0.561,99.0,0.4808,93.0,0.5179,95.0,0.555,96.0,20270115.0,7.0,609.0,0.9487085546803444
AAPB,,,,21.19,,0.2247,,0.2465,,0.6965,,0.6285,,0.5605,,0.7647,,0.5887,,0.4156,,0.4814,,0.5472,,20260116.0,35.0,245.0,0.7659506762132061
AAPD,,,,17.1,,0.1061,,0.1259,,0.3159,,0.3142,,0.3125,,0.398,,0.3094,,0.3159,,0.3173,,0.3186,,20260116.0,35.0,245.0,1.0098663271801402
AAPL,181.0,,,211.27,3155486489249.0,0.1113,7.0,0.1299,11.0,0.3678,71.0,0.3674,71.0,0.3669,70.0,0.3883,79.0,0.3102,70.0,0.2486,21.0,0.268,25.0,0.2875,30.0,20271217.0,7.0,945.0,0.7294501905280348
AAPU,,,,23.07,,0.2153,,0.2526,,0.6268,,0.6488,,0.6709,,0.7632,,0.6046,,0.4459,,0.4822,,0.5184,,20260116.0,35.0,245.0,0.7432182490752157
AAPW,,,,35.34,,0.1493,,0.1228,,,,,,0.4487,,0.0,,0.0,,,,,,0.6801,,20251219.0,35.0,217.0,
AAPX,,,,19.92,,0.1283,,0.197,,0.5248,,0.6054,,0.6859,,0.767,,0.584,,0.4064,,0.4875,,0.5686,,20251219.0,35.0,217.0,0.8052527254707631
AAPY,,,,21.82,,0.0435,,0.0647,,,,,,0.2561,,0.3279,,0.1861,,,,,,0.3301,,20260116.0,35.0,245.0,
AAT,176.0,,,20.35,1573386816.0,0.2335,62.0,0.1794,35.0,,,,,0.375,75.0,0.2919,78.0,0.2747,82.0,,,,,0.375,83.0,20260116.0,35.0,245.0,
AAXJ,,,,85.0,,0.0908,12.0,0.0596,12.0,0.1596,39.0,0.1635,35.0,0.1674,35.0,0.2191,79.0,0.1305,86.0,0.1545,27.0,0.1733,24.0,0.192,25.0,20251219.0,35.0,217.0,1.0599388379204893
AB,174.0,,,42.13,4717675390.0,0.1954,32.0,0.2011,25.0,0.2202,25.0,0.2926,50.0,0.365,69.0,0.3193,65.0,0.2791,53.0,0.2065,32.0,0.2212,15.0,0.2359,11.0,20260116.0,35.0,245.0,0.7559808612440191
ABAT,258.0,,,2.35,238193640.0,1.8827,97.0,1.8721,98.0,1.5804,,1.4428,,1.3053,,1.0883,81.0,1.1122,96.0,1.2642,,1.296,,1.3278,,20251219.0,35.0,217.0,0.8982533961741059
ABBV,180.0,,,191.22,337771010156.0,0.2354,66.0,0.1932,49.0,0.3196,90.0,0.3284,91.0,0.3373,91.0,0.2904,75.0,0.288,87.0,0.2068,37.0,0.2584,42.0,0.3101,64.0,20270115.0,7.0,609.0,0.7868453105968332
ABCB,181.0,,,69.94,4821082987.0,0.3491,77.0,0.2562,48.0,0.3127,49.0,0.2847,32.0,0.2567,15.0,0.3335,72.0,0.2758,46.0,0.2185,2.0,0.2376,4.0,0.2567,12.0,20260116.0,35.0,245.0,0.8345626975763962
ABCL,153.0,,,4.69,1399894630.0,1.0347,95.0,0.9292,97.0,1.0723,93.0,1.085,,1.0976,,0.8095,93.0,0.7543,93.0,0.8795,65.0,0.8876,,0.8957,,20260116.0,35.0,245.0,0.8180645161290322
ABEO,132.0,,,6.75,345307725.0,0.3833,13.0,0.452,7.0,0.8968,37.0,,,,,0.6276,14.0,0.6704,14.0,0.7468,26.0,,,,,20251219.0,35.0,217.0,
ABEV,154.0,,,2.34,38689090431.0,0.3216,65.0,0.1916,24.0,0.1965,3.0,0.3906,60.0,0.5847,93.0,0.2791,40.0,0.2454,49.0,0.1965,6.0,0.3906,56.0,0.5847,85.0,20270115.0,35.0,609.0,1.0
ABFL,,,,70.48,,0.0511,,0.0341,,0.112,,0.1322,,0.1524,,0.239,,0.1506,,0.1178,,0.1488,,0.1799,,20251219.0,35.0,217.0,1.1255673222390317
ABG,181.0,,,220.33,4331511572.0,0.4226,68.0,0.4481,80.0,0.3834,57.0,0.3843,57.0,0.3853,57.0,0.4283,64.0,0.3795,64.0,0.36,45.0,0.3558,42.0,0.3515,39.0,20260116.0,35.0,245.0,0.92583918813427
ABL,265.0,,,5.34,522614067.0,0.3071,,0.3265,,0.5978,,0.6506,,0.7035,,0.6263,,0.6579,,0.6288,,0.7742,,0.9195,,20270115.0,35.0,609.0,1.189978481401783
ABM,140.0,,,47.0,2926126000.0,0.1265,14.0,0.1356,7.0,0.3595,69.0,0.3173,56.0,0.2751,43.0,0.3454,71.0,0.3198,78.0,0.3109,66.0,0.3094,57.0,0.3078,55.0,20260116.0,35.0,245.0,0.9751024267254964
ABNB,167.0,,,136.84,84459423565.0,0.2748,25.0,0.2416,18.0,0.6298,83.0,0.5974,78.0,0.565,74.0,0.4503,57.0,0.3398,50.0,0.3567,1.0,0.3678,2.0,0.3789,3.0,20270115.0,7.0,609.0,0.6156678942082356
ABNY,,,,11.48,,0.2643,,0.2112,,0.3061,,,,,,0.3699,,0.2491,,0.3061,,,,,,20260116.0,35.0,245.0,
ABOS,260.0,,,1.38,83591292.0,0.8343,,0.7951,,,,,,,,0.7691,,0.7989,,,,,,,,20260116.0,35.0,245.0,
ABR,159.0,,,11.78,2455588064.0,0.3432,81.0,0.2832,75.0,0.3486,70.0,0.3853,68.0,0.4221,73.0,0.4294,91.0,0.4154,94.0,0.1782,39.0,0.3628,55.0,0.5473,69.0,20270115.0,7.0,609.0,0.9416039449779392
ABSI,134.0,,,2.95,376299056.0,1.5071,,0.9766,,1.1664,,1.0752,,0.984,,0.8786,,0.8455,,1.1684,,1.0954,,1.0224,,20251121.0,35.0,189.0,1.0187872023809523
ABT,189.0,,,128.01,222716908843.0,0.0923,10.0,0.2053,72.0,0.1902,49.0,0.1892,47.0,0.1883,45.0,0.2478,77.0,0.2255,83.0,0.2003,40.0,0.2252,49.0,0.2502,56.0,20270115.0,7.0,609.0,1.190274841437632
ABUS,266.0,,,3.3,632039117.0,0.2963,14.0,0.294,3.0,0.6264,12.0,0.7602,23.0,0.8941,50.0,0.4426,21.0,0.4752,19.0,0.8713,42.0,0.8827,45.0,0.8941,53.0,20270115.0,35.0,609.0,1.1611418047882136
ABVC,,,,2.98,50605168.0,1.2073,,0.907,,1.3811,,1.6753,,1.9695,,1.5288,,1.4872,,1.373,,1.4082,,1.4435,,,,,0.8405658687996179
ACA,153.0,,,88.0,4295816800.0,0.283,49.0,0.2182,21.0,0.5127,89.0,0.4877,88.0,0.4627,80.0,0.3736,65.0,0.3189,55.0,0.301,16.0,0.3002,14.0,0.2994,13.0,20251219.0,35.0,217.0,0.6155423416034448
ACAD,154.0,,,22.63,3787401920.0,0.3022,18.0,0.3321,14.0,0.6829,55.0,0.706,57.0,0.7291,61.0,0.5252,23.0,0.4935,36.0,0.4821,11.0,0.474,8.0,0.466,5.0,20251219.0,35.0,217.0,0.6713881019830028
ACB,175.0,,,4.44,250851123.0,0.7524,62.0,0.4542,15.0,1.1104,68.0,1.0738,60.0,1.0372,56.0,0.8973,52.0,0.6472,40.0,0.6447,19.0,0.7096,13.0,0.7744,12.0,20270115.0,35.0,609.0,0.6608306947289998
ACCO,160.0,,,3.88,349584534.0,0.398,74.0,0.2975,50.0,,,,,,,0.5063,90.0,0.3924,84.0,,,,,,,20251219.0,35.0,217.0,
ACDC,146.0,,,8.16,1307052456.0,0.6114,,0.6425,,0.6564,,0.9488,,1.2413,,0.9981,,0.8907,,0.7426,,0.8314,,0.9201,,20251121.0,35.0,189.0,0.8762647554806071
ACEL,273.0,,,12.98,1098643983.0,0.3022,46.0,0.3036,49.0,0.3679,17.0,0.3671,,0.3663,13.0,0.3224,25.0,0.2912,34.0,0.3076,4.0,0.32,,0.3325,4.0,20260116.0,35.0,245.0,0.8716970852628713
ACES,,,,27.79,,0.272,30.0,0.2065,17.0,0.2589,10.0,0.2362,4.0,0.2134,1.0,0.3353,28.0,0.261,41.0,0.2467,8.0,0.2597,6.0,0.2727,5.0,20251219.0,35.0,217.0,1.099491955969517
ACET,146.0,,,0.7,58144850.0,0.7852,83.0,0.697,78.0,,,,,,,1.0193,86.0,0.8728,92.0,,,,,,,20260116.0,35.0,245.0,
ACGL,170.0,,,86.12,32273902318.0,0.2236,72.0,0.16,45.0,0.3318,89.0,0.3774,93.0,0.423,95.0,0.2817,87.0,0.2448,85.0,0.2571,74.0,0.2638,76.0,0.2704,78.0,20251219.0,35.0,217.0,0.6989931107578166
ACHC,153.0,,,22.26,2050640193.0,0.5222,89.0,0.4025,79.0,0.8233,98.0,0.8238,98.0,0.8244,98.0,0.6329,95.0,0.4905,89.0,0.6538,100.0,0.6594,100.0,0.6649,100.0,20260116.0,35.0,245.0,0.8004369992716679
ACHR,153.0,,,10.19,5594421941.0,0.8215,,0.7716,,0.7307,,0.7373,,0.7439,,0.9589,,0.8381,,0.8068,,0.8001,,0.7934,,20270115.0,7.0,609.0,1.0851756408517566
ACHV,141.0,,,2.55,126697003.0,0.3915,,0.4822,,1.0202,,,,,,1.072,,0.8336,,1.0202,,,,,,20251219.0,35.0,217.0,
ACI,203.0,,,19.67,11185561756.0,0.2807,30.0,0.1719,10.0,0.2193,6.0,0.2171,3.0,0.2149,3.0,0.3009,16.0,0.2435,14.0,0.2032,4.0,0.2463,2.0,0.2894,2.0,20270115.0,7.0,609.0,1.1345002303086136
ACIC,153.0,,,10.49,507227155.0,0.2507,,0.2384,,0.6159,,0.5437,,0.4715,,0.3471,,0.3666,,0.4235,,0.424,,0.4245,,20251121.0,35.0,189.0,0.7798418245355895
ACIO,,,,41.96,,0.0279,,0.0359,,0.1343,,0.1422,,0.1502,,0.1428,,0.1155,,0.1343,,0.1438,,0.1532,,20251121.0,35.0,189.0,1.0112517580872014
ACIU,139.0,,,2.35,242395440.0,0.6801,67.0,0.7809,75.0,,,,,,,0.6043,18.0,0.6735,24.0,,,,,,,20251121.0,35.0,189.0,
ACIW,153.0,,,43.64,4606594696.0,0.2065,30.0,0.2436,36.0,0.6228,93.0,0.47,78.0,0.3171,38.0,0.3941,73.0,0.3272,65.0,0.3614,69.0,0.3392,57.0,0.317,42.0,20251121.0,35.0,189.0,0.7217021276595745
ACLS,170.0,,,73.17,2350915456.0,0.4483,48.0,0.3971,34.0,0.696,89.0,0.7274,91.0,0.7589,92.0,0.5947,64.0,0.5074,60.0,0.5474,66.0,0.542,63.0,0.5366,60.0,20251219.0,35.0,217.0,0.7451196040692879
ACLX,153.0,,,69.99,3896259193.0,0.277,,0.3214,,0.4246,,0.525,,0.6254,,0.5762,,0.625,,0.5009,,0.5038,,0.5067,,20251219.0,35.0,217.0,0.9596190476190476
ACM,177.0,,,113.0,14950013000.0,0.1859,28.0,0.1448,5.0,0.3464,64.0,0.3228,55.0,0.2992,45.0,0.2465,28.0,0.2474,43.0,0.2285,4.0,0.243,6.0,0.2575,10.0,20260417.0,35.0,336.0,0.7527881040892194
ACMR,154.0,,,31.68,2023227379.0,0.4804,45.0,0.3592,30.0,0.7231,72.0,0.7455,76.0,0.768,79.0,0.7394,56.0,0.5892,68.0,0.5698,46.0,0.5863,45.0,0.6028,46.0,20270115.0,35.0,609.0,0.7864520456069752
ACN,132.0,,,278.9,173713695667.0,0.2068,53.0,0.1479,28.0,0.2418,54.0,0.2466,54.0,0.2514,54.0,0.3029,76.0,0.2338,69.0,0.2443,55.0,0.2729,63.0,0.3016,68.0,20270115.0,7.0,609.0,1.1066504460665043
ACNB,188.0,,,43.17,452339558.0,0.1334,,0.1878,,0.3852,,0.3048,,0.2244,,0.2606,,0.283,,0.2792,,0.2802,,0.2811,,20260116.0,35.0,245.0,0.9192913385826772
ACNT,448.0,,,12.97,124015511.0,0.1112,,0.1679,,,,,,,,0.2482,,0.2913,,,,,,,,20251219.0,35.0,217.0,
ACR,147.0,,,18.68,139948694.0,0.3107,57.0,0.2644,40.0,,,,,,,0.3861,61.0,0.3918,74.0,,,,,,,20251121.0,35.0,189.0,
ACRE,168.0,,,4.59,256324887.0,0.1873,53.0,0.2519,70.0,,,,,,,0.4472,94.0,0.3886,94.0,,,,,,,20251121.0,35.0,189.0,
ACRS,153.0,,,1.55,167835545.0,0.5931,57.0,0.6972,62.0,2.7468,97.0,,,,,0.6533,42.0,0.7185,62.0,2.7468,98.0,,,,,20251219.0,35.0,217.0,
ACT,176.0,,,35.26,5291326908.0,0.1216,11.0,0.1244,4.0,0.2068,12.0,0.2412,24.0,0.2757,39.0,0.2288,40.0,0.2322,42.0,0.2487,15.0,0.2478,9.0,0.2469,9.0,20260116.0,35.0,245.0,1.027363184079602
ACTG,139.0,,,3.74,359682144.0,0.274,25.0,0.2889,14.0,0.4904,24.0,,,,,0.4605,40.0,0.4113,28.0,0.4904,24.0,,,,,20251121.0,35.0,189.0,
ACVA,161.0,,,14.09,2542244525.0,0.2897,14.0,0.305,9.0,0.8366,89.0,0.692,,0.5474,,0.4952,47.0,0.4763,54.0,0.5258,22.0,0.5366,,0.5474,,20251121.0,35.0,189.0,0.7754335260115607
ACWI,,,,131.05,,0.084,23.0,0.0514,10.0,0.1324,55.0,0.1214,39.0,0.1105,23.0,0.2155,79.0,0.1651,83.0,0.124,44.0,0.1498,40.0,0.1755,34.0,20270115.0,35.0,609.0,1.2339373970345964
