symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,181.0,,,119.15,33846344230.0,0.3266,73.0,0.2182,50.0,0.3515,72.0,0.3471,71.0,0.3427,69.0,0.3641,82.0,0.3036,80.0,0.289,50.0,0.302,54.0,0.315,56.0,20270115.0,35.0,609.0,0.8700662633246902
AA,216.0,,,31.8,8233497057.0,0.5913,84.0,0.3975,71.0,0.4574,66.0,0.4571,66.0,0.4568,66.0,0.5675,82.0,0.4766,82.0,0.4368,67.0,0.4501,69.0,0.4634,69.0,20270115.0,7.0,609.0,0.98468606431853
AAAU,,,,33.24,,0.1024,,0.0666,,0.1451,,0.1491,,0.1531,,0.1965,,0.0999,,0.1491,,0.1647,,0.1802,,20251219.0,35.0,217.0,1.1046277665995976
AACT,,,,11.41,705819168.0,0.0105,,0.0245,,,,,,,,0.0351,,0.0374,,,,,,,,,,,
AAL,215.0,,,13.0,8577776896.0,0.6241,88.0,0.3589,64.0,0.3623,42.0,0.3565,40.0,0.3506,37.0,0.6609,93.0,0.478,85.0,0.4261,62.0,0.4304,62.0,0.4348,57.0,20271217.0,7.0,945.0,1.2072931276297336
AAMI,201.0,,,50.23,1798831721.0,0.2993,,0.3404,,0.3523,,0.4466,,0.5408,,0.3839,,0.3473,,0.3523,,0.3491,,0.3459,,20260116.0,35.0,245.0,0.7816838334079714
AAOI,181.0,,,24.34,1517691502.0,1.4967,94.0,1.1374,94.0,0.973,76.0,0.9566,75.0,0.9401,73.0,1.3163,93.0,1.0856,92.0,1.0079,89.0,1.0114,89.0,1.015,87.0,20270115.0,7.0,609.0,1.057286222036379
AAON,180.0,,,83.57,6813520908.0,0.5765,95.0,0.4289,91.0,0.4758,87.0,0.4424,82.0,0.4091,76.0,0.709,100.0,0.5296,97.0,0.5031,99.0,0.4946,98.0,0.4861,97.0,20260116.0,35.0,245.0,1.1179927667269438
AAP,181.0,,,59.48,3567901825.0,0.3242,72.0,0.3694,86.0,0.4654,87.0,0.453,86.0,0.4407,83.0,0.8546,100.0,0.5488,98.0,0.5396,96.0,0.5288,95.0,0.5179,93.0,20270115.0,7.0,609.0,1.167328918322296
AAPB,,,,24.24,,0.2932,30.0,0.2917,50.0,0.4972,57.0,0.4734,37.0,0.4495,28.0,0.7797,94.0,0.5939,95.0,0.4364,52.0,0.4732,54.0,0.5099,48.0,20260116.0,35.0,245.0,0.9995775242923532
AAPD,,,,15.84,,0.1442,20.0,0.1491,32.0,,,,,,,0.4058,94.0,0.3125,95.0,,,,,,,20260116.0,35.0,245.0,
AAPL,208.0,,,227.16,3479841314677.0,0.1512,18.0,0.1559,22.0,0.243,35.0,0.2426,35.0,0.2423,34.0,0.3953,81.0,0.313,71.0,0.2461,20.0,0.2626,21.0,0.2791,25.0,20271217.0,7.0,945.0,1.0824402308326462
AAPU,,,,26.34,,0.305,38.0,0.3074,49.0,0.4404,49.0,0.4551,42.0,0.4698,40.0,0.777,94.0,0.6101,95.0,0.3339,18.0,0.4164,25.0,0.499,48.0,20260116.0,35.0,245.0,0.9149637442320367
AAPW,,,,37.14,,0.2351,,0.1836,,,,,,0.8882,,0.4431,,0.3002,,,,,,0.887,,20251219.0,35.0,217.0,
AAPX,,,,22.68,,0.3183,,0.2843,,0.4761,,0.5167,,0.5572,,0.7815,,0.5916,,0.3888,,0.4615,,0.5342,,20251219.0,35.0,217.0,0.8931681826978904
AAPY,,,,22.62,,0.2015,,0.0733,,,,,,0.2667,,0.3336,,0.1874,,,,,,0.3037,,20260116.0,35.0,245.0,
AAT,203.0,,,20.41,1578388888.0,0.2816,76.0,0.2085,55.0,0.2648,55.0,,,,,0.2994,78.0,0.2788,82.0,0.2648,61.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,86.83,,0.1349,37.0,0.0696,23.0,0.1534,33.0,0.166,38.0,0.1786,45.0,0.2182,77.0,0.127,78.0,0.1383,12.0,0.1564,8.0,0.1744,8.0,20251219.0,35.0,217.0,0.9421686746987952
AB,201.0,,,40.13,4435849928.0,0.1844,27.0,0.2284,38.0,0.2273,28.0,0.223,17.0,0.2187,12.0,0.2663,42.0,0.2503,34.0,0.1674,16.0,0.2257,18.0,0.284,30.0,20260116.0,35.0,245.0,1.0121076233183857
ABAT,285.0,,,2.61,241487380.0,0.945,77.0,0.9107,76.0,1.2083,,1.2502,,1.2921,,1.0401,75.0,1.1161,92.0,1.1913,,1.2327,,1.2741,,20251219.0,35.0,217.0,0.9860022396416572
ABBV,207.0,,,207.55,366649533391.0,0.15,30.0,0.1678,31.0,0.1794,21.0,0.1818,18.0,0.1841,19.0,0.2827,70.0,0.2875,86.0,0.1925,24.0,0.2394,19.0,0.2864,43.0,20270115.0,7.0,609.0,1.316831683168317
ABCB,208.0,,,71.85,4927961475.0,0.3029,67.0,0.2091,24.0,0.2355,7.0,0.2296,3.0,0.2238,3.0,0.3408,77.0,0.2712,42.0,0.2318,5.0,0.2368,4.0,0.2417,4.0,20260116.0,35.0,245.0,1.0313588850174216
ABCL,180.0,,,4.23,1264063562.0,0.6767,68.0,0.6406,65.0,0.498,2.0,0.6408,16.0,0.7836,59.0,0.8062,92.0,0.7846,94.0,0.7211,24.0,0.7617,40.0,0.8024,67.0,20260116.0,35.0,245.0,1.1886704119850189
ABEO,159.0,,,7.01,359462297.0,0.3641,12.0,0.4503,8.0,0.6716,9.0,,,,,0.6338,17.0,0.6722,16.0,0.6431,8.0,,,,,20251219.0,35.0,217.0,
ABEV,181.0,,,2.2,34303059687.0,0.1621,13.0,0.1728,14.0,0.2201,7.0,0.2512,13.0,0.2824,5.0,0.2837,41.0,0.2442,47.0,0.2352,20.0,0.2666,4.0,0.2979,7.0,20270115.0,35.0,609.0,1.0613057324840764
ABFL,,,,69.19,,0.1076,,0.0504,,0.1221,,0.1391,,0.1561,,0.2412,,0.1501,,0.1322,,0.1516,,0.1709,,20251219.0,35.0,217.0,1.089863407620417
ABG,208.0,,,252.83,4970789534.0,0.384,61.0,0.2335,18.0,0.3277,35.0,0.3249,32.0,0.3221,31.0,0.4035,59.0,0.3773,64.0,0.3415,36.0,0.3453,37.0,0.3491,38.0,20260116.0,35.0,245.0,1.0627885503231762
