symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,238.0,,,145.68,41300340129.0,0.0977,4.0,0.2408,61.0,0.3061,57.0,0.3094,59.0,0.3127,59.0,0.3127,67.0,0.2541,64.0,0.3147,65.0,0.3185,63.0,0.3223,60.0,20270115.0,35.0,609.0,1.0294117647058822
AA,273.0,,,37.23,9950256803.0,0.6802,90.0,0.4329,78.0,0.6907,94.0,0.7073,95.0,0.724,95.0,0.4427,57.0,0.3609,57.0,0.4758,76.0,0.4987,77.0,0.5216,80.0,20270115.0,7.0,609.0,0.7050756397568216
AAAU,,,,40.56,,0.5431,,0.2,,0.3001,,0.2851,,0.27,,0.2084,,0.1034,,0.221,,0.2127,,0.2044,,20251219.0,35.0,217.0,0.7460540161346896
AAL,272.0,,,12.35,8148886191.0,0.4629,72.0,0.396,73.0,0.5851,86.0,0.5761,86.0,0.5672,85.0,0.4615,73.0,0.3588,61.0,0.408,57.0,0.4363,63.0,0.4646,70.0,20271217.0,7.0,945.0,0.7573337962159349
AAMI,258.0,,,47.59,1704288945.0,0.4232,,0.3636,,0.3795,,0.4133,,0.4471,,0.4015,,0.3146,,0.3291,,0.343,,0.3569,,20260116.0,35.0,245.0,0.8299056375514156
AAOI,238.0,,,33.4,2082618552.0,1.1075,85.0,0.9057,86.0,1.1896,88.0,1.1844,87.0,1.1793,87.0,1.0336,85.0,0.9496,88.0,0.9634,84.0,0.9798,85.0,0.9961,84.0,20270115.0,7.0,609.0,0.8272543059777103
AAON,237.0,,,102.29,8339772923.0,0.4599,88.0,0.4265,91.0,0.6737,98.0,0.6454,99.0,0.617,97.0,0.5698,93.0,0.4618,94.0,0.5425,100.0,0.5429,100.0,0.5433,100.0,20260116.0,35.0,245.0,0.8411837620080571
AAP,238.0,,,55.34,3371023381.0,0.6196,95.0,0.5215,97.0,1.0037,100.0,1.0125,100.0,1.0213,100.0,0.8365,100.0,0.4917,95.0,0.5027,94.0,0.5484,96.0,0.5942,98.0,20270115.0,7.0,609.0,0.5416296296296297
AAPB,,,,31.71,,0.4838,67.0,0.3655,70.0,0.5952,78.0,0.5701,69.0,0.5451,60.0,0.4983,71.0,0.3845,76.0,0.4769,66.0,0.5458,78.0,0.6146,87.0,20260116.0,35.0,245.0,0.9573758989650936
AAPD,,,,13.56,,0.2545,66.0,0.1988,63.0,0.2401,32.0,,,,,0.2535,69.0,0.198,64.0,0.2527,49.0,,,,,20260116.0,35.0,245.0,
