symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,209.0,,,126.33,36183189244.0,0.2483,53.0,0.2031,42.0,0.2853,50.0,0.2802,48.0,0.275,45.0,0.3563,80.0,0.2968,78.0,0.3196,67.0,0.3087,57.0,0.2978,42.0,20270115.0,35.0,609.0,1.101713062098501
AA,244.0,,,32.63,8516058068.0,0.2436,25.0,0.2802,40.0,0.5182,79.0,0.5192,78.0,0.5203,78.0,0.5456,78.0,0.4606,80.0,0.433,67.0,0.4512,69.0,0.4695,71.0,20270115.0,7.0,609.0,0.8690292758089369
AAAU,,,,37.0,,0.1401,,0.0893,,0.1616,,0.1619,,0.1622,,0.1976,,0.1001,,0.1465,,0.1608,,0.1752,,20251219.0,35.0,217.0,0.993205682520074
AACT,,,,11.4,705200556.0,0.2613,,0.5911,,0.8653,,1.3674,,1.8695,,0.0689,,0.1452,,0.6178,,0.8584,,1.0991,,,,,0.6277607137633465
AAL,243.0,,,12.33,8135689313.0,0.1995,10.0,0.3006,43.0,0.4185,61.0,0.4167,61.0,0.4149,60.0,0.6199,90.0,0.4563,80.0,0.439,66.0,0.4406,64.0,0.4423,61.0,20271217.0,7.0,945.0,1.0573554115670745
AAMI,229.0,,,48.8,1747621327.0,0.2691,,0.277,,0.6149,,0.4933,,0.3717,,0.4518,,0.3612,,0.3732,,0.3724,,0.3717,,20260116.0,35.0,245.0,0.754915872694101
AAOI,209.0,,,30.54,1907570908.0,0.6209,53.0,0.6857,65.0,0.9988,79.0,0.9946,78.0,0.9905,77.0,1.1506,88.0,1.0259,91.0,1.0328,91.0,1.0075,89.0,0.9822,82.0,20270115.0,7.0,609.0,1.012970038206314
AAON,208.0,,,92.94,7577461226.0,0.6655,97.0,0.4818,95.0,0.4905,89.0,0.4928,89.0,0.495,90.0,0.6077,94.0,0.5025,96.0,0.508,99.0,0.5206,100.0,0.5331,100.0,20260116.0,35.0,245.0,1.0564123376623376
AAP,209.0,,,60.16,3695991616.0,0.4932,91.0,0.4153,91.0,0.5174,92.0,0.5262,93.0,0.535,93.0,0.8541,100.0,0.5355,98.0,0.5397,96.0,0.5318,95.0,0.5239,93.0,20270115.0,7.0,609.0,1.0106423413150891
AAPB,,,,30.43,,0.5159,71.0,0.3972,77.0,0.4086,32.0,0.4682,36.0,0.5278,54.0,0.7764,94.0,0.5736,90.0,0.3886,32.0,0.4678,51.0,0.547,64.0,20260116.0,35.0,245.0,0.9991456642460488
AAPD,,,,14.03,,0.2699,70.0,0.2111,69.0,,,,,,,0.4054,94.0,0.3032,90.0,,,,,,,20260116.0,35.0,245.0,
AAPL,236.0,,,256.08,3800326871927.0,0.2619,53.0,0.2097,46.0,0.2374,33.0,0.2358,32.0,0.2341,31.0,0.3935,80.0,0.3004,67.0,0.2564,24.0,0.2663,23.0,0.2762,22.0,20271217.0,7.0,945.0,1.1293469041560644
AAPU,,,,33.04,,0.5146,77.0,0.4102,75.0,0.416,43.0,0.4324,34.0,0.4488,35.0,0.7734,93.0,0.5885,89.0,0.3707,28.0,0.4741,53.0,0.5775,81.0,20260116.0,35.0,245.0,1.0964384828862166
AAPW,,,,41.95,,0.2227,,0.2519,,0.3877,,0.5761,,0.7646,,0.4365,,0.2978,,0.136,,0.4503,,0.7646,,20251219.0,35.0,217.0,0.7816351327894463
AAPX,,,,28.45,,0.366,,0.3174,,0.6775,,0.522,,0.3665,,0.771,,0.5695,,0.5117,,0.5008,,0.4899,,20251219.0,35.0,217.0,0.9593869731800766
AAPY,,,,24.09,,0.1147,,0.079,,,,,,,,0.3245,,0.1784,,,,,,,,20260116.0,35.0,245.0,
AAT,231.0,,,20.75,1604682139.0,0.1783,41.0,0.1728,30.0,0.2027,28.0,0.2385,49.0,0.2743,53.0,0.2932,76.0,0.2694,79.0,0.2027,33.0,0.2385,52.0,0.2743,56.0,20260116.0,35.0,245.0,1.0
AAXJ,,,,91.49,,0.0791,8.0,0.0626,15.0,0.1618,41.0,0.1687,41.0,0.1756,42.0,0.2051,70.0,0.1206,73.0,0.1514,24.0,0.1635,14.0,0.1756,9.0,20251219.0,35.0,217.0,0.969176052163604
AB,229.0,,,38.84,4293268555.0,0.1359,12.0,0.133,2.0,0.2494,40.0,0.2406,25.0,0.2317,17.0,0.2658,41.0,0.2499,34.0,0.1867,25.0,0.2552,34.0,0.3237,52.0,20260116.0,35.0,245.0,1.0606816292601828
ABAT,313.0,,,3.77,348815101.0,1.3836,92.0,1.2528,91.0,1.3518,,1.3457,,1.3397,,1.0775,78.0,1.1219,92.0,1.0249,,1.1418,,1.2588,,20251219.0,35.0,217.0,0.8484803448019618
ABBV,235.0,,,222.59,393218195066.0,0.1553,33.0,0.148,18.0,0.1906,28.0,0.193,26.0,0.1955,27.0,0.2784,68.0,0.2767,81.0,0.2597,78.0,0.262,47.0,0.2644,18.0,20270115.0,7.0,609.0,1.3575129533678756
ABCB,236.0,,,75.12,5152244210.0,0.2172,39.0,0.1962,18.0,0.2541,16.0,0.2319,4.0,0.2097,2.0,0.3248,65.0,0.2634,38.0,0.2407,8.0,0.225,1.0,0.2093,1.0,20260116.0,35.0,245.0,0.9702457956015524
ABCL,208.0,,,4.83,1509043170.0,0.9056,90.0,0.701,78.0,0.8417,65.0,0.8496,71.0,0.8575,75.0,0.7862,92.0,0.777,93.0,1.1685,92.0,1.0241,94.0,0.8797,86.0,20260116.0,35.0,245.0,1.2053907721280603
ABEO,187.0,,,5.48,281006395.0,0.7193,59.0,0.6252,36.0,2.3577,93.0,1.4848,78.0,0.6118,2.0,0.6478,21.0,0.6642,14.0,1.0628,59.0,0.8574,36.0,0.6521,2.0,20251219.0,35.0,217.0,0.5774515086206897
ABEV,209.0,,,2.27,36263035950.0,0.2222,33.0,0.1848,20.0,0.2276,10.0,0.3116,32.0,0.3957,53.0,0.2639,31.0,0.233,39.0,0.2037,8.0,0.2997,28.0,0.3957,44.0,20270115.0,35.0,609.0,0.9618100128369704
