symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,141.0,,,113.71,32299610435.0,0.455,88.0,0.3506,87.0,0.3335,67.0,0.3295,65.0,0.3255,64.0,0.3534,79.0,0.3017,80.0,0.2937,54.0,0.3084,57.0,0.3232,60.0,20270115.0,35.0,609.0,0.9359635811836116
AA,176.0,,,30.02,7772238159.0,0.4742,72.0,0.3698,65.0,0.5973,88.0,0.5944,88.0,0.5914,87.0,0.5678,82.0,0.4801,84.0,0.4396,69.0,0.4701,73.0,0.5006,76.0,20270115.0,7.0,609.0,0.7908815612382234
AAAU,,,,32.78,,0.1093,,0.0928,,0.1773,,0.1776,,0.1778,,0.1958,,0.1033,,0.1735,,0.1695,,0.1655,,20251219.0,35.0,217.0,0.954391891891892
AACT,,,,11.38,703963393.0,0.0264,,0.0293,,,,,,,,0.0325,,0.0347,,,,,,,,,,,
AAL,175.0,,,12.62,8323041365.0,0.8634,96.0,0.4457,81.0,0.649,90.0,0.641,90.0,0.6331,90.0,0.6227,91.0,0.4751,84.0,0.4468,70.0,0.4572,71.0,0.4675,72.0,20271217.0,7.0,945.0,0.7132605304212168
AAMI,161.0,,,39.61,1417851855.0,0.2869,,0.2568,,0.2055,,0.2996,,0.3936,,0.3602,,0.3328,,0.2055,,0.2996,,0.3936,,20260116.0,35.0,245.0,1.0
AAOI,141.0,,,29.34,1647121203.0,0.3078,9.0,0.817,81.0,1.0223,82.0,1.0158,81.0,1.0092,80.0,1.3508,95.0,1.1327,96.0,1.0015,89.0,1.0104,90.0,1.0193,89.0,20270115.0,7.0,609.0,0.9946839929119904
AAON,140.0,,,75.75,6163481772.0,0.4713,90.0,0.491,96.0,0.6187,97.0,0.5748,97.0,0.5309,94.0,0.6746,99.0,0.5056,97.0,0.5143,100.0,0.5068,100.0,0.4993,99.0,20260116.0,35.0,245.0,0.8816979819067503
AAP,141.0,,,63.23,3789095661.0,0.3588,79.0,0.5084,97.0,0.5215,93.0,0.5608,95.0,0.6,96.0,0.8789,100.0,0.5365,98.0,0.4861,94.0,0.5208,95.0,0.5556,96.0,20270115.0,7.0,609.0,0.92867332382311
AAPB,,,,21.11,,0.2086,,0.2857,,0.6257,,0.6202,,0.6147,,0.7898,,0.6023,,0.4779,,0.5208,,0.5638,,20260116.0,35.0,245.0,0.8397291196388262
