symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,156.0,,,114.81,32613501038.0,0.2785,62.0,0.2315,57.0,0.4062,83.0,0.3576,73.0,0.3089,57.0,0.3567,80.0,0.3034,80.0,0.3005,57.0,0.3136,60.0,0.3267,61.0,20270115.0,35.0,609.0,0.8769574944071589
AA,191.0,,,29.97,7759292762.0,0.1828,11.0,0.3032,47.0,0.5117,78.0,0.505,76.0,0.4984,75.0,0.561,82.0,0.4792,84.0,0.4723,76.0,0.4614,72.0,0.4504,68.0,20270115.0,7.0,609.0,0.9136633663366336
AAAU,,,,32.49,,0.1264,,0.0813,,0.1474,,0.1531,,0.1587,,0.1976,,0.104,,0.1519,,0.158,,0.164,,20251219.0,35.0,217.0,1.032005225342913
AACT,,,,11.4,705200556.0,0.0519,,0.0376,,,,,,,,0.035,,0.036,,,,,,,,,,,
AAL,190.0,,,11.49,7581434967.0,0.6397,89.0,0.2574,25.0,0.383,52.0,0.3763,49.0,0.3697,46.0,0.6252,91.0,0.4731,84.0,0.4287,65.0,0.4413,66.0,0.4539,67.0,20271217.0,7.0,945.0,1.1727345203295243
AAMI,176.0,,,41.79,1495885620.0,0.3262,,0.3368,,,,,,0.5056,,0.3637,,0.3362,,,,,,0.3351,,20260116.0,35.0,245.0,
AAOI,156.0,,,22.87,1283901264.0,0.6228,55.0,0.8008,79.0,1.5012,96.0,1.5112,96.0,1.5213,96.0,1.3067,95.0,1.1124,96.0,0.9799,87.0,0.9875,88.0,0.9951,86.0,20270115.0,7.0,609.0,0.6534542085759661
AAON,155.0,,,83.5,6794069016.0,0.5477,94.0,0.3961,88.0,0.7493,99.0,0.7774,100.0,0.8054,100.0,0.6506,98.0,0.4942,97.0,0.4944,99.0,0.5094,100.0,0.5244,100.0,20260116.0,35.0,245.0,0.6552611268330332
AAP,156.0,,,53.07,3180251574.0,0.6228,95.0,0.7355,99.0,0.6754,98.0,0.69,98.0,0.7046,98.0,0.8981,100.0,0.5626,99.0,0.4851,94.0,0.5142,94.0,0.5433,95.0,20270115.0,7.0,609.0,0.7452173913043478
AAPB,,,,20.68,,0.1783,,0.2619,,0.632,,0.7066,,0.7812,,0.7647,,0.5817,,0.4235,,0.5053,,0.5871,,20260116.0,35.0,245.0,0.7151146334559864
AAPD,,,,17.41,,0.0861,,0.1295,,0.3891,,0.3889,,0.3886,,0.3982,,0.3058,,0.2513,,0.32,,0.3886,,20260116.0,35.0,245.0,0.8228336333247621
AAPL,183.0,,,207.57,3100224075540.0,0.0891,3.0,0.1358,13.0,0.4079,81.0,0.4074,80.0,0.4069,80.0,0.3884,79.0,0.3068,69.0,0.2593,26.0,0.2764,28.0,0.2934,34.0,20271217.0,7.0,945.0,0.6784486990672557
AAPU,,,,22.29,,0.1703,,0.2702,,0.7574,,0.7374,,0.7174,,0.7634,,0.598,,0.4687,,0.5385,,0.6083,,20260116.0,35.0,245.0,0.7302685109845402
AAPW,,,,34.56,,0.1538,,0.1559,,0.2748,,0.4222,,0.5695,,0.0,,0.0,,0.2748,,0.4906,,0.7063,,20251219.0,35.0,217.0,1.1620085267645666
AAPX,,,,19.28,,0.1908,,0.2467,,0.6482,,0.767,,0.8858,,0.768,,0.5776,,0.4241,,0.5072,,0.5904,,20251219.0,35.0,217.0,0.6612777053455019
AAPY,,,,21.54,,0.0681,,0.0671,,,,,,0.2739,,0.3282,,0.1835,,,,,,0.2739,,20260116.0,35.0,245.0,
AAT,178.0,,,19.03,1471667900.0,0.472,95.0,0.3305,90.0,0.2913,61.0,,,,,0.3048,80.0,0.2819,83.0,0.2913,69.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,83.71,,0.0983,15.0,0.0585,11.0,0.1533,33.0,0.1676,39.0,0.1819,48.0,0.2183,79.0,0.1299,85.0,0.1547,27.0,0.1708,21.0,0.187,20.0,20251219.0,35.0,217.0,1.0190930787589498
AB,176.0,,,40.79,4508804331.0,0.222,41.0,0.2671,54.0,0.1798,9.0,0.189,5.0,0.1982,6.0,0.3208,66.0,0.2823,54.0,0.2099,33.0,0.2082,10.0,0.2065,4.0,20260116.0,35.0,245.0,1.1015873015873014
ABAT,260.0,,,2.17,219949038.0,1.5645,94.0,1.6439,96.0,1.314,,1.2614,,1.2087,,1.0686,80.0,1.1131,96.0,0.901,,1.1212,,1.3415,,20251219.0,35.0,217.0,0.8888536546694149
ABBV,182.0,,,189.02,333884935547.0,0.1738,43.0,0.2731,84.0,0.2485,69.0,0.26,73.0,0.2714,74.0,0.2835,72.0,0.2905,87.0,0.2052,35.0,0.258,41.0,0.3107,65.0,20270115.0,7.0,609.0,0.9923076923076924
ABCB,183.0,,,68.35,4710059636.0,0.3728,81.0,0.272,55.0,0.2505,13.0,0.2669,21.0,0.2832,33.0,0.3347,73.0,0.2743,45.0,0.2418,8.0,0.246,6.0,0.2501,7.0,20260116.0,35.0,245.0,0.9216935181715996
ABCL,155.0,,,4.47,1334227852.0,0.4163,21.0,0.6318,66.0,0.9297,81.0,0.9816,,1.0334,,0.8107,93.0,0.7546,93.0,0.8495,59.0,0.859,,0.8684,,20260116.0,35.0,245.0,0.8751018744906275
ABEO,134.0,,,6.37,325868173.0,0.504,28.0,0.4686,10.0,0.8677,34.0,1.2323,63.0,1.5969,83.0,0.6347,15.0,0.6735,14.0,0.552,1.0,0.6417,1.0,0.7314,4.0,20251219.0,35.0,217.0,0.520733587600422
ABEV,156.0,,,2.18,34872589765.0,0.432,85.0,0.2299,47.0,0.2922,34.0,0.2914,22.0,0.2905,7.0,0.2898,43.0,0.2466,50.0,0.2456,22.0,0.298,25.0,0.3504,25.0,20270115.0,35.0,609.0,1.022649279341112
ABFL,,,,69.62,,0.093,,0.0374,,0.1281,,0.132,,0.1358,,0.2391,,0.1503,,0.1441,,0.1592,,0.1742,,20251219.0,35.0,217.0,1.206060606060606
ABG,183.0,,,222.12,4366701408.0,0.4127,66.0,0.4626,82.0,0.3876,59.0,0.3774,54.0,0.3673,51.0,0.396,57.0,0.3756,63.0,0.357,43.0,0.3558,42.0,0.3547,40.0,20260116.0,35.0,245.0,0.9427662957074722
ABL,267.0,,,5.41,529464783.0,0.2405,,0.4052,,0.7592,,0.8282,,0.8973,,0.626,,0.6606,,0.6276,,0.7146,,0.8017,,20270115.0,35.0,609.0,0.8628350639942043
ABM,142.0,,,46.13,2871961606.0,0.1165,11.0,0.1371,8.0,0.3493,67.0,0.3742,70.0,0.3992,77.0,0.3457,71.0,0.3199,78.0,0.3291,71.0,0.3352,68.0,0.3413,68.0,20260116.0,35.0,245.0,0.8957776590058792
ABNB,169.0,,,132.41,81725174531.0,0.2771,25.0,0.2529,20.0,0.6066,80.0,0.6058,80.0,0.6051,79.0,0.4514,57.0,0.3393,50.0,0.3711,8.0,0.3775,5.0,0.3839,5.0,20270115.0,7.0,609.0,0.6231429514691317
ABNY,,,,11.1,,0.2195,,0.2277,,0.3124,,0.4792,,0.6459,,0.3702,,0.2496,,0.3124,,0.4792,,0.6459,,20260116.0,35.0,245.0,1.0
ABOS,262.0,,,1.4,84802759.0,0.6927,,0.8527,,,,,,,,0.7737,,0.8048,,,,,,,,20260116.0,35.0,245.0,
ABR,161.0,,,11.16,2326346608.0,0.2891,71.0,0.2649,70.0,0.4479,84.0,0.517,85.0,0.5862,87.0,0.4325,92.0,0.4173,94.0,0.176,38.0,0.3603,54.0,0.5447,69.0,20270115.0,7.0,609.0,0.6969052224371374
