symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,160.0,,,114.84,32622022641.0,0.2043,38.0,0.2302,56.0,0.2992,56.0,0.3096,59.0,0.32,62.0,0.3564,80.0,0.3045,81.0,0.2751,40.0,0.2899,45.0,0.3047,49.0,20270115.0,35.0,609.0,0.9363695090439276
AA,195.0,,,29.12,7539605250.0,0.3916,59.0,0.3229,53.0,0.5216,79.0,0.5244,79.0,0.5272,79.0,0.5582,81.0,0.4762,83.0,0.4669,75.0,0.4584,71.0,0.4498,68.0,20270115.0,7.0,609.0,0.8741418764302059
AAAU,,,,33.33,,0.1924,,0.0725,,0.1915,,0.1865,,0.1815,,0.1991,,0.104,,0.1543,,0.1657,,0.1771,,20251219.0,35.0,217.0,0.8884718498659516
AACT,,,,11.4,705200556.0,0.0501,,0.0333,,,,,,,,0.035,,0.0361,,,,,,,,,,,
AAL,194.0,,,11.27,7439642862.0,0.3182,40.0,0.2267,11.0,0.3813,51.0,0.3742,48.0,0.367,45.0,0.6282,91.0,0.4729,84.0,0.4329,66.0,0.4354,65.0,0.4379,61.0,20271217.0,7.0,945.0,1.1635489043292355
AAMI,180.0,,,40.62,1454005048.0,0.5182,,0.3803,,0.3468,,0.6194,,0.892,,0.3694,,0.3357,,0.3468,,0.3399,,0.333,,20260116.0,35.0,245.0,0.5487568614788505
AAOI,160.0,,,22.19,1245726659.0,0.7396,65.0,0.7908,78.0,1.4985,96.0,1.5027,96.0,1.5069,96.0,1.3037,95.0,1.101,96.0,0.9658,86.0,0.9769,87.0,0.988,85.0,20270115.0,7.0,609.0,0.6500964929793039
AAON,159.0,,,82.05,6676088425.0,0.5417,94.0,0.3801,85.0,0.8706,100.0,0.8288,100.0,0.787,100.0,0.6493,98.0,0.4932,97.0,0.5026,99.0,0.52,100.0,0.5375,100.0,20260116.0,35.0,245.0,0.6274131274131275
AAP,160.0,,,53.53,3207817295.0,0.3109,70.0,0.4185,92.0,0.9095,99.0,0.8876,99.0,0.8658,99.0,0.8975,100.0,0.5612,99.0,0.4851,94.0,0.5174,95.0,0.5496,96.0,20270115.0,7.0,609.0,0.5829202343397927
AAPB,,,,19.61,,0.4162,,0.5252,,0.5808,,0.5549,,0.5289,,0.7618,,0.5888,,0.4468,,0.5043,,0.5618,,20260116.0,35.0,245.0,0.908812398630384
AAPD,,,,17.76,,0.1564,,0.2609,,,,,,,,0.3959,,0.3091,,,,,,,,20260116.0,35.0,245.0,
AAPL,187.0,,,203.35,3115098349934.0,0.1642,21.0,0.2663,64.0,0.2936,52.0,0.2938,52.0,0.2939,52.0,0.3859,79.0,0.3102,70.0,0.2783,32.0,0.2708,26.0,0.2633,16.0,20271217.0,7.0,945.0,0.921715452688904
AAPU,,,,21.3,,0.3479,,0.5284,,0.6084,,0.5957,,0.583,,0.7589,,0.6046,,0.4141,,0.4838,,0.5536,,20260116.0,35.0,245.0,0.8121537686755078
AAPW,,,,33.34,,0.1968,,0.3613,,,,,,0.332,,0.0,,0.0,,,,,,0.6983,,20251219.0,35.0,217.0,
AAPX,,,,18.37,,0.4604,,0.483,,0.4562,,0.6614,,0.8667,,0.7655,,0.5835,,0.3683,,0.4838,,0.5994,,20251219.0,35.0,217.0,0.7314786815845177
AAPY,,,,21.28,,0.1064,,0.2022,,,,,,0.316,,0.3251,,0.1875,,,,,,0.316,,20260116.0,35.0,245.0,
AAT,182.0,,,18.8,1453880946.0,0.4805,95.0,0.3477,92.0,0.2752,57.0,,,,,0.3057,80.0,0.2827,83.0,0.2752,65.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,83.8,,0.1108,22.0,0.0616,14.0,0.132,15.0,0.1574,28.0,0.1828,49.0,0.2173,78.0,0.1291,84.0,0.1522,25.0,0.1675,18.0,0.1828,16.0,20251219.0,35.0,217.0,1.0641677255400257
AB,180.0,,,40.28,4452430225.0,0.108,5.0,0.2417,44.0,0.2247,27.0,0.2255,18.0,0.2263,14.0,0.3172,65.0,0.2804,53.0,0.2195,38.0,0.2266,18.0,0.2338,10.0,20260116.0,35.0,245.0,1.0048780487804878
ABAT,264.0,,,2.29,232112106.0,1.26,89.0,1.6816,97.0,1.5101,,1.4834,,1.4568,,1.0653,80.0,1.1197,96.0,1.1979,,1.254,,1.31,,20251219.0,35.0,217.0,0.8453552649319132
ABBV,186.0,,,197.19,348316420312.0,0.2415,68.0,0.2996,89.0,0.2397,64.0,0.2426,63.0,0.2454,61.0,0.2835,72.0,0.2889,87.0,0.2057,36.0,0.2542,35.0,0.3027,57.0,20270115.0,7.0,609.0,1.0478153338829348
ABCB,187.0,,,66.6,4589465568.0,0.4395,89.0,0.2855,61.0,0.2645,23.0,0.3014,40.0,0.3382,57.0,0.3325,72.0,0.2713,43.0,0.2633,25.0,0.2649,22.0,0.2665,19.0,20260116.0,35.0,245.0,0.8788984737889848
ABCL,159.0,,,4.34,1365693888.0,0.4812,36.0,0.6238,65.0,0.8874,76.0,0.974,,1.0606,,0.812,93.0,0.7552,93.0,0.8954,70.0,0.8852,,0.8751,,20260116.0,35.0,245.0,0.9088295687885012
ABEO,138.0,,,6.42,328426018.0,0.481,25.0,0.4985,13.0,0.8596,33.0,0.8022,21.0,0.7447,12.0,0.629,14.0,0.6732,14.0,0.4756,1.0,0.664,2.0,0.8525,30.0,20251219.0,35.0,217.0,0.8277237596609325
ABEV,160.0,,,2.21,34679099386.0,0.4152,83.0,0.2501,59.0,0.2922,34.0,0.3232,36.0,0.3542,32.0,0.2902,43.0,0.2465,50.0,0.2334,17.0,0.2967,25.0,0.3601,28.0,20270115.0,35.0,609.0,0.9180074257425744
ABFL,,,,69.34,,0.1533,,0.0576,,0.1435,,0.155,,0.1665,,0.241,,0.15,,0.149,,0.162,,0.175,,20251219.0,35.0,217.0,1.0451612903225806
ABG,187.0,,,223.94,4402794812.0,0.3681,57.0,0.4505,80.0,0.3934,61.0,0.372,52.0,0.3505,43.0,0.3934,57.0,0.3756,63.0,0.3636,47.0,0.3592,43.0,0.3548,40.0,20260116.0,35.0,245.0,0.9655913978494624
ABL,271.0,,,5.47,558218949.0,0.285,,0.4342,,0.6467,,0.7019,,0.7571,,0.6279,,0.6611,,0.3823,,0.5072,,0.6322,,20270115.0,35.0,609.0,0.7226100584128793
ABM,146.0,,,46.51,2895619476.0,0.2058,43.0,0.1526,14.0,0.3463,66.0,0.445,84.0,0.5436,91.0,0.3478,72.0,0.3195,78.0,0.3258,70.0,0.3392,68.0,0.3526,72.0,20260116.0,35.0,245.0,0.762247191011236
ABNB,173.0,,,130.96,80830217576.0,0.344,40.0,0.2499,20.0,0.5864,77.0,0.5878,77.0,0.5893,77.0,0.4547,57.0,0.3393,50.0,0.365,5.0,0.3732,3.0,0.3813,4.0,20270115.0,7.0,609.0,0.6349098332766246
ABNY,,,,11.07,,0.3482,,0.2272,,0.2884,,0.498,,0.7075,,0.3753,,0.2498,,0.2884,,0.498,,0.7075,,20260116.0,35.0,245.0,1.0
ABOS,266.0,,,1.33,80562625.0,0.6594,,0.8035,,,,,,,,0.7754,,0.8053,,,,,,,,20260116.0,35.0,245.0,
ABR,165.0,,,11.39,2375897213.0,0.2899,71.0,0.3292,82.0,0.28,49.0,0.4196,73.0,0.5593,85.0,0.4324,92.0,0.4185,94.0,0.3327,85.0,0.3602,54.0,0.3878,48.0,20270115.0,7.0,609.0,0.8584366062917065
ABSI,140.0,,,2.99,431244687.0,1.2552,,0.8355,,0.9452,,1.0096,,1.074,,0.8483,,0.8252,,0.9557,,1.0148,,1.074,,20251121.0,35.0,189.0,1.0051505546751187
