symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,225.0,,,140.81,40798411761.0,0.5052,91.0,0.3874,91.0,0.3505,72.0,0.333,66.0,0.3155,60.0,0.3191,69.0,0.2593,66.0,0.3152,65.0,0.319,63.0,0.3229,60.0,20270115.0,35.0,609.0,0.957957957957958
AA,260.0,,,37.06,9595379990.0,0.507,76.0,0.3934,70.0,0.5573,84.0,0.5446,82.0,0.5319,80.0,0.4377,57.0,0.3641,60.0,0.4581,72.0,0.4728,73.0,0.4875,74.0,20270115.0,7.0,609.0,0.868160117517444
AAAU,,,,39.94,,0.1244,,0.1064,,0.1979,,0.201,,0.2041,,0.186,,0.0937,,0.1777,,0.1819,,0.186,,20251219.0,35.0,217.0,0.9049751243781096
AAL,259.0,,,11.81,7792578653.0,0.2209,16.0,0.3094,47.0,0.6303,89.0,0.6235,89.0,0.6167,88.0,0.4627,74.0,0.36,62.0,0.4455,68.0,0.449,67.0,0.4526,65.0,20271217.0,7.0,945.0,0.7201283079390537
AAMI,245.0,,,44.17,1581812132.0,0.237,,0.3283,,0.4036,,0.3978,,0.3919,,0.4006,,0.3144,,0.3603,,0.3761,,0.3919,,20260116.0,35.0,245.0,0.9454499748617397
AAOI,225.0,,,32.22,2009040994.0,1.3699,92.0,1.0747,92.0,1.0173,81.0,1.0121,80.0,1.0069,79.0,1.0006,82.0,0.9264,87.0,0.9775,86.0,0.9903,86.0,1.0031,85.0,20270115.0,7.0,609.0,0.9784606264203142
AAON,224.0,,,102.45,8400920650.0,0.3556,74.0,0.4114,89.0,0.591,96.0,0.578,97.0,0.565,95.0,0.5776,93.0,0.4663,94.0,0.5421,100.0,0.5435,100.0,0.5449,100.0,20260116.0,35.0,245.0,0.9403114186851212
AAP,225.0,,,52.59,3154608372.0,0.481,90.0,0.4691,94.0,0.5374,93.0,0.6106,96.0,0.6838,97.0,0.8265,100.0,0.4927,95.0,0.5382,96.0,0.5318,95.0,0.5255,93.0,20270115.0,7.0,609.0,0.8709466098919096
AAPB,,,,30.74,,0.1346,2.0,0.2523,33.0,0.424,37.0,0.4549,32.0,0.4858,41.0,0.517,80.0,0.4097,82.0,0.4318,49.0,0.4779,57.0,0.524,54.0,20260116.0,35.0,245.0,1.0505605627610464
AAPD,,,,13.83,,0.066,1.0,0.1308,16.0,0.2062,18.0,,,,,0.2628,77.0,0.2124,78.0,0.2423,44.0,,,,,20260116.0,35.0,245.0,
AAPL,252.0,,,258.06,3829711007169.0,0.0655,1.0,0.1354,12.0,0.2095,23.0,0.2098,22.0,0.2101,23.0,0.2595,37.0,0.216,40.0,0.258,25.0,0.269,25.0,0.2799,25.0,20271217.0,7.0,945.0,1.2821734985700668
AAPU,,,,33.17,,0.1339,4.0,0.2664,36.0,0.4146,42.0,0.4154,31.0,0.4163,27.0,0.5164,85.0,0.4233,85.0,0.4491,65.0,0.4904,63.0,0.5317,63.0,20260116.0,35.0,245.0,1.1805488685604235
AAPW,,,,41.29,,0.1276,,0.1604,,,,,,0.7825,,0.3246,,0.2262,,,,,,0.7825,,20251219.0,35.0,217.0,
AAPX,,,,28.71,,0.1267,,0.2442,,0.4812,,0.4567,,0.4322,,0.5181,,0.4079,,0.4399,,0.4828,,0.5258,,20251219.0,35.0,217.0,1.057149113203416
AAPY,,,,24.23,,0.0646,,0.0465,,0.1165,,0.2461,,0.3757,,0.2156,,0.1238,,0.1165,,0.2084,,0.3004,,20260116.0,35.0,245.0,0.8468102397399431
AAT,247.0,,,19.99,1547454908.0,0.1032,9.0,0.1553,19.0,0.2082,32.0,,,,,0.2467,59.0,0.2255,59.0,0.205,34.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,93.5,,0.0866,11.0,0.075,30.0,0.1614,41.0,0.18,51.0,0.1987,63.0,0.1364,14.0,0.0712,6.0,0.1236,4.0,0.1689,20.0,0.2142,53.0,20251219.0,35.0,217.0,0.9383333333333334
