symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,230.0,,,138.23,39188262813.0,0.2877,64.0,0.2343,57.0,0.3663,76.0,0.3644,75.0,0.3625,74.0,0.317,69.0,0.2574,66.0,0.3266,70.0,0.3296,68.0,0.3325,63.0,20270115.0,35.0,609.0,0.9045005488474204
AA,265.0,,,36.25,9385658709.0,0.6084,85.0,0.4208,75.0,0.6422,91.0,0.6412,91.0,0.6402,91.0,0.4439,59.0,0.3645,60.0,0.4487,70.0,0.4918,76.0,0.535,83.0,20270115.0,7.0,609.0,0.7669993761696818
AAAU,,,,40.57,,0.2183,,0.13,,0.2132,,0.2354,,0.2575,,0.1894,,0.0971,,0.2008,,0.2021,,0.2034,,20251219.0,35.0,217.0,0.8585386576040782
AAL,264.0,,,11.74,7746390208.0,0.2586,25.0,0.4434,80.0,0.5888,87.0,0.5926,87.0,0.5963,87.0,0.462,74.0,0.3637,63.0,0.4539,71.0,0.4749,74.0,0.4959,77.0,20271217.0,7.0,945.0,0.8013837327033412
AAMI,250.0,,,46.09,1650571076.0,0.3452,,0.3215,,0.3167,,0.4194,,0.5221,,0.4036,,0.315,,0.3167,,0.3444,,0.372,,20260116.0,35.0,245.0,0.821173104434907
AAOI,230.0,,,29.1,1814496942.0,1.8132,97.0,1.389,98.0,1.0109,80.0,1.03,81.0,1.0492,81.0,1.036,85.0,0.9463,88.0,0.931,81.0,0.9694,84.0,1.0077,86.0,20270115.0,7.0,609.0,0.9411650485436892
AAON,229.0,,,101.96,8312867650.0,0.4064,82.0,0.3808,84.0,0.6506,98.0,0.654,99.0,0.6573,98.0,0.575,93.0,0.4612,94.0,0.54,100.0,0.5434,100.0,0.5467,100.0,20260116.0,35.0,245.0,0.8308868501529052
AAP,230.0,,,54.05,3242186340.0,0.837,98.0,0.5811,98.0,0.5622,94.0,0.561,94.0,0.5598,94.0,0.8379,100.0,0.4956,95.0,0.4971,94.0,0.5399,95.0,0.5827,97.0,20270115.0,7.0,609.0,0.9623885918003564
AAPB,,,,28.25,,0.4986,69.0,0.4206,82.0,0.5688,73.0,0.5718,69.0,0.5748,68.0,0.5178,80.0,0.393,77.0,0.4769,66.0,0.5143,69.0,0.5517,66.0,20260116.0,35.0,245.0,0.8994403637635537
AAPD,,,,14.41,,0.2346,60.0,0.2116,69.0,0.4533,90.0,,,,,0.2617,76.0,0.2015,65.0,0.2839,62.0,,,,,20260116.0,35.0,245.0,
