symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,136.0,,,120.94,34354820826.0,0.2143,42.0,0.2494,64.0,0.2734,46.0,0.2766,47.0,0.2799,47.0,0.3444,77.0,0.3023,80.0,0.2798,44.0,0.2958,51.0,0.3118,55.0,20270115.0,35.0,609.0,1.0694143167028198
AA,171.0,,,29.94,7752820311.0,0.4839,73.0,0.286,42.0,0.6232,90.0,0.6232,90.0,0.6232,90.0,0.5647,82.0,0.4771,83.0,0.4642,74.0,0.4746,73.0,0.4851,74.0,20270115.0,7.0,609.0,0.7615532734274711
AAAU,,,,33.15,,0.1124,,0.0755,,0.1653,,0.1581,,0.1509,,0.1965,,0.1023,,0.1595,,0.1641,,0.1687,,20251219.0,35.0,217.0,1.0379506641366223
AACT,,,,11.36,702726171.0,0.0239,,0.0297,,,,,,,,0.0323,,0.0344,,,,,,,,,,,
AAL,170.0,,,12.22,8060028047.0,0.8544,96.0,0.4595,82.0,0.5375,82.0,0.529,81.0,0.5206,80.0,0.6267,91.0,0.4755,84.0,0.451,71.0,0.462,72.0,0.4729,73.0,20271217.0,7.0,945.0,0.8733459357277883
AAMI,156.0,,,39.6,1417436612.0,0.2297,,0.2684,,0.2403,,0.315,,0.3898,,0.3576,,0.3342,,0.2403,,0.315,,0.3898,,20260116.0,35.0,245.0,1.0
AAOI,136.0,,,27.84,1562912553.0,0.7739,68.0,0.9382,88.0,1.0148,82.0,0.9902,79.0,0.9656,76.0,1.3665,95.0,1.1306,96.0,0.933,83.0,0.9748,87.0,1.0166,88.0,20270115.0,7.0,609.0,0.9844475863461928
AAON,135.0,,,74.86,6091472603.0,0.4537,89.0,0.4805,95.0,0.419,81.0,0.4316,81.0,0.4441,85.0,0.6769,99.0,0.5062,97.0,0.5068,99.0,0.5152,100.0,0.5236,100.0,20260116.0,35.0,245.0,1.1936978683966637
AAP,136.0,,,61.01,3655761292.0,0.3559,79.0,0.5413,98.0,0.4719,89.0,0.4435,85.0,0.4151,80.0,0.8801,100.0,0.5362,98.0,0.5385,97.0,0.5307,96.0,0.5229,94.0,20270115.0,7.0,609.0,1.196617812852311
AAPB,,,,20.61,,0.3602,,0.3743,,0.5668,,0.5651,,0.5633,,0.7918,,0.6028,,0.483,,0.5176,,0.5523,,20260116.0,35.0,245.0,0.9159440806936824
AAPD,,,,17.31,,0.1914,,0.1901,,,,,,0.3055,,0.4115,,0.3162,,,,,,0.314,,20260116.0,35.0,245.0,
AAPL,163.0,,,208.02,3106945139873.0,0.1904,30.0,0.1966,40.0,0.2108,23.0,0.2148,24.0,0.2187,26.0,0.4017,83.0,0.3173,73.0,0.257,25.0,0.2739,27.0,0.2907,32.0,20271217.0,7.0,945.0,1.2751396648044693
AAPU,,,,22.45,,0.376,,0.3866,,0.4614,,0.4534,,0.4454,,0.7906,,0.6186,,0.4661,,0.5068,,0.5476,,20260116.0,35.0,245.0,1.117776797529775
AAPW,,,,35.46,,0.2203,,0.1962,,,,,,0.5421,,0.0,,0.0,,,,,,0.639,,20251219.0,35.0,217.0,
AAPX,,,,19.41,,0.374,,0.3653,,0.4424,,0.5057,,0.569,,0.7948,,0.5992,,0.4978,,0.5186,,0.5393,,20251219.0,35.0,217.0,1.0255091951750048
AAPY,,,,22.07,,0.1348,,0.141,,,,,,0.2886,,0.3412,,0.2026,,,,,,0.3491,,20260116.0,35.0,245.0,
AAT,158.0,,,21.17,1637172678.0,0.1979,50.0,0.2224,63.0,,,,,0.4701,88.0,0.2979,79.0,0.2769,82.0,,,,,0.4701,95.0,20260116.0,35.0,245.0,
AAXJ,,,,82.78,,0.1216,28.0,0.0574,10.0,0.1537,33.0,0.159,30.0,0.1644,32.0,0.2222,81.0,0.1312,86.0,0.1367,10.0,0.1579,9.0,0.1791,12.0,20251219.0,35.0,217.0,0.9930817610062894
AB,156.0,,,41.21,4561825280.0,0.2165,39.0,0.1862,19.0,0.1892,12.0,0.2484,27.0,0.3076,49.0,0.3305,69.0,0.2865,57.0,0.1523,11.0,0.2235,16.0,0.2947,36.0,20260116.0,35.0,245.0,0.8997584541062802
ABAT,240.0,,,1.7,166653208.0,1.1919,87.0,1.0869,89.0,1.0627,,1.1242,,1.1856,,1.0351,78.0,1.049,94.0,0.9722,,1.079,,1.1858,,20251219.0,35.0,217.0,0.9597936310265076
ABBV,162.0,,,192.37,339802359375.0,0.2015,54.0,0.235,71.0,0.1866,27.0,0.2006,33.0,0.2145,41.0,0.2905,75.0,0.2875,87.0,0.2601,78.0,0.2639,51.0,0.2676,21.0,20270115.0,7.0,609.0,1.31555333998006
